,symbol,historical
318,0001.HK,"{'date': '2019-10-31', 'open': 71.400002, 'high': 72.5, 'low': 71.400002, 'close': 72.5, 'adjClose': 68.673836, 'volume': 4956512.0, 'unadjustedVolume': 4956512.0, 'change': 1.1, 'changePercent': 1.541, 'vwap': 72.13333, 'label': 'October 31, 19', 'changeOverTime': 0.01541}"
319,0001.HK,"{'date': '2019-10-30', 'open': 72.150002, 'high': 72.800003, 'low': 71.650002, 'close': 71.900002, 'adjClose': 68.105492, 'volume': 3437567.0, 'unadjustedVolume': 3437567.0, 'change': -0.25, 'changePercent': -0.347, 'vwap': 72.11667, 'label': 'October 30, 19', 'changeOverTime': -0.00347}"
320,0001.HK,"{'date': '2019-10-29', 'open': 71.900002, 'high': 72.349998, 'low': 71.599998, 'close': 71.900002, 'adjClose': 68.105492, 'volume': 4424647.0, 'unadjustedVolume': 4424647.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 71.95, 'label': 'October 29, 19', 'changeOverTime': 0.0}"
321,0001.HK,"{'date': '2019-10-28', 'open': 71.75, 'high': 72.300003, 'low': 71.599998, 'close': 71.849998, 'adjClose': 68.058136, 'volume': 6479596.0, 'unadjustedVolume': 6479596.0, 'change': 0.1, 'changePercent': 0.139, 'vwap': 71.91667, 'label': 'October 28, 19', 'changeOverTime': 0.00139}"
322,0001.HK,"{'date': '2019-10-25', 'open': 72.25, 'high': 72.449997, 'low': 71.800003, 'close': 72.199997, 'adjClose': 68.389664, 'volume': 4194981.0, 'unadjustedVolume': 4194981.0, 'change': -0.05, 'changePercent': -0.069, 'vwap': 72.15, 'label': 'October 25, 19', 'changeOverTime': -0.00069}"
323,0001.HK,"{'date': '2019-10-24', 'open': 72.199997, 'high': 72.800003, 'low': 72.099998, 'close': 72.800003, 'adjClose': 68.958, 'volume': 4834951.0, 'unadjustedVolume': 4834951.0, 'change': 0.60001, 'changePercent': 0.831, 'vwap': 72.56667, 'label': 'October 24, 19', 'changeOverTime': 0.00831}"
324,0001.HK,"{'date': '2019-10-23', 'open': 73.099998, 'high': 73.199997, 'low': 71.849998, 'close': 72.199997, 'adjClose': 68.389664, 'volume': 4605530.0, 'unadjustedVolume': 4605530.0, 'change': -0.9, 'changePercent': -1.231, 'vwap': 72.41666, 'label': 'October 23, 19', 'changeOverTime': -0.01231}"
325,0001.HK,"{'date': '2019-10-22', 'open': 72.349998, 'high': 73.800003, 'low': 72.349998, 'close': 73.349998, 'adjClose': 69.478973, 'volume': 4289730.0, 'unadjustedVolume': 4289730.0, 'change': 1.0, 'changePercent': 1.382, 'vwap': 73.16667, 'label': 'October 22, 19', 'changeOverTime': 0.01382}"
326,0001.HK,"{'date': '2019-10-21', 'open': 72.75, 'high': 73.150002, 'low': 71.900002, 'close': 72.900002, 'adjClose': 69.052727, 'volume': 3397252.0, 'unadjustedVolume': 3397252.0, 'change': 0.15, 'changePercent': 0.206, 'vwap': 72.65, 'label': 'October 21, 19', 'changeOverTime': 0.00206}"
327,0001.HK,"{'date': '2019-10-18', 'open': 72.800003, 'high': 72.849998, 'low': 72.0, 'close': 72.800003, 'adjClose': 68.958, 'volume': 5755091.0, 'unadjustedVolume': 5755091.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 72.55, 'label': 'October 18, 19', 'changeOverTime': 0.0}"
328,0001.HK,"{'date': '2019-10-17', 'open': 73.0, 'high': 73.400002, 'low': 72.25, 'close': 73.25, 'adjClose': 69.384254, 'volume': 4940902.0, 'unadjustedVolume': 4940902.0, 'change': 0.25, 'changePercent': 0.342, 'vwap': 72.96667, 'label': 'October 17, 19', 'changeOverTime': 0.00342}"
329,0001.HK,"{'date': '2019-10-16', 'open': 73.5, 'high': 73.800003, 'low': 72.75, 'close': 73.349998, 'adjClose': 69.478973, 'volume': 9059224.0, 'unadjustedVolume': 9059224.0, 'change': -0.15, 'changePercent': -0.204, 'vwap': 73.3, 'label': 'October 16, 19', 'changeOverTime': -0.00204}"
330,0001.HK,"{'date': '2019-10-15', 'open': 72.199997, 'high': 72.449997, 'low': 71.800003, 'close': 72.25, 'adjClose': 68.437027, 'volume': 6358141.0, 'unadjustedVolume': 6358141.0, 'change': 0.05, 'changePercent': 0.069, 'vwap': 72.16667, 'label': 'October 15, 19', 'changeOverTime': 0.00069}"
331,0001.HK,"{'date': '2019-10-14', 'open': 71.800003, 'high': 72.25, 'low': 71.300003, 'close': 71.550003, 'adjClose': 67.773972, 'volume': 9838579.0, 'unadjustedVolume': 9838579.0, 'change': -0.25, 'changePercent': -0.348, 'vwap': 71.7, 'label': 'October 14, 19', 'changeOverTime': -0.00348}"
332,0001.HK,"{'date': '2019-10-11', 'open': 69.0, 'high': 70.599998, 'low': 69.0, 'close': 70.150002, 'adjClose': 66.447853, 'volume': 6827954.0, 'unadjustedVolume': 6827954.0, 'change': 1.15, 'changePercent': 1.667, 'vwap': 69.91667, 'label': 'October 11, 19', 'changeOverTime': 0.01667}"
333,0001.HK,"{'date': '2019-10-10', 'open': 68.349998, 'high': 69.300003, 'low': 67.550003, 'close': 68.699997, 'adjClose': 65.074371, 'volume': 3830576.0, 'unadjustedVolume': 3830576.0, 'change': 0.35, 'changePercent': 0.512, 'vwap': 68.51667, 'label': 'October 10, 19', 'changeOverTime': 0.00512}"
334,0001.HK,"{'date': '2019-10-09', 'open': 67.5, 'high': 69.0, 'low': 67.400002, 'close': 68.349998, 'adjClose': 64.742844, 'volume': 10533490.0, 'unadjustedVolume': 10533490.0, 'change': 0.85, 'changePercent': 1.259, 'vwap': 68.25, 'label': 'October 09, 19', 'changeOverTime': 0.01259}"
335,0001.HK,"{'date': '2019-10-08', 'open': 68.400002, 'high': 69.050003, 'low': 67.599998, 'close': 67.800003, 'adjClose': 64.221878, 'volume': 6990982.0, 'unadjustedVolume': 6990982.0, 'change': -0.6, 'changePercent': -0.877, 'vwap': 68.15, 'label': 'October 08, 19', 'changeOverTime': -0.00877}"
336,0001.HK,"{'date': '2019-10-04', 'open': 70.349998, 'high': 70.349998, 'low': 67.400002, 'close': 68.400002, 'adjClose': 64.790207, 'volume': 6555714.0, 'unadjustedVolume': 6555714.0, 'change': -1.95, 'changePercent': -2.772, 'vwap': 68.71667, 'label': 'October 04, 19', 'changeOverTime': -0.02772}"
337,0001.HK,"{'date': '2019-10-03', 'open': 68.150002, 'high': 70.099998, 'low': 68.099998, 'close': 69.599998, 'adjClose': 65.926872, 'volume': 4675805.0, 'unadjustedVolume': 4675805.0, 'change': 1.45, 'changePercent': 2.128, 'vwap': 69.26666, 'label': 'October 03, 19', 'changeOverTime': 0.02128}"
338,0001.HK,"{'date': '2019-10-02', 'open': 68.849998, 'high': 69.800003, 'low': 68.150002, 'close': 69.5, 'adjClose': 65.832153, 'volume': 6865182.0, 'unadjustedVolume': 6865182.0, 'change': 0.65, 'changePercent': 0.944, 'vwap': 69.15, 'label': 'October 02, 19', 'changeOverTime': 0.00944}"
339,0001.HK,"{'date': '2019-09-30', 'open': 70.099998, 'high': 70.099998, 'low': 68.900002, 'close': 69.199997, 'adjClose': 65.547981, 'volume': 4716166.0, 'unadjustedVolume': 4716166.0, 'change': -0.9, 'changePercent': -1.284, 'vwap': 69.4, 'label': 'September 30, 19', 'changeOverTime': -0.01284}"
340,0001.HK,"{'date': '2019-09-27', 'open': 69.050003, 'high': 69.199997, 'low': 68.449997, 'close': 69.099998, 'adjClose': 65.453262, 'volume': 3593235.0, 'unadjustedVolume': 3593235.0, 'change': 0.04999, 'changePercent': 0.072, 'vwap': 68.91666, 'label': 'September 27, 19', 'changeOverTime': 0.00072}"
341,0001.HK,"{'date': '2019-09-26', 'open': 69.5, 'high': 69.599998, 'low': 68.800003, 'close': 69.25, 'adjClose': 65.595352, 'volume': 4499635.0, 'unadjustedVolume': 4499635.0, 'change': -0.25, 'changePercent': -0.36, 'vwap': 69.21667, 'label': 'September 26, 19', 'changeOverTime': -0.0036}"
342,0001.HK,"{'date': '2019-09-25', 'open': 69.599998, 'high': 69.900002, 'low': 69.0, 'close': 69.300003, 'adjClose': 65.642708, 'volume': 5165750.0, 'unadjustedVolume': 5165750.0, 'change': -0.29999, 'changePercent': -0.431, 'vwap': 69.4, 'label': 'September 25, 19', 'changeOverTime': -0.00431}"
343,0001.HK,"{'date': '2019-09-24', 'open': 70.300003, 'high': 70.599998, 'low': 69.5, 'close': 69.599998, 'adjClose': 65.926872, 'volume': 5784787.0, 'unadjustedVolume': 5784787.0, 'change': -0.70001, 'changePercent': -0.996, 'vwap': 69.9, 'label': 'September 24, 19', 'changeOverTime': -0.00996}"
344,0001.HK,"{'date': '2019-09-23', 'open': 70.0, 'high': 70.5, 'low': 69.150002, 'close': 69.349998, 'adjClose': 65.690071, 'volume': 2911529.0, 'unadjustedVolume': 2911529.0, 'change': -0.65, 'changePercent': -0.929, 'vwap': 69.66667, 'label': 'September 23, 19', 'changeOverTime': -0.00929}"
345,0001.HK,"{'date': '2019-09-20', 'open': 69.550003, 'high': 70.0, 'low': 69.199997, 'close': 69.800003, 'adjClose': 66.116325, 'volume': 5293423.0, 'unadjustedVolume': 5293423.0, 'change': 0.25, 'changePercent': 0.359, 'vwap': 69.66667, 'label': 'September 20, 19', 'changeOverTime': 0.00359}"
346,0001.HK,"{'date': '2019-09-19', 'open': 70.550003, 'high': 71.150002, 'low': 69.150002, 'close': 69.449997, 'adjClose': 65.78479, 'volume': 4803689.0, 'unadjustedVolume': 4803689.0, 'change': -1.10001, 'changePercent': -1.559, 'vwap': 69.91667, 'label': 'September 19, 19', 'changeOverTime': -0.01559}"
347,0001.HK,"{'date': '2019-09-18', 'open': 71.400002, 'high': 71.599998, 'low': 70.599998, 'close': 70.599998, 'adjClose': 66.8741, 'volume': 2804604.0, 'unadjustedVolume': 2804604.0, 'change': -0.8, 'changePercent': -1.12, 'vwap': 70.93333, 'label': 'September 18, 19', 'changeOverTime': -0.0112}"
348,0001.HK,"{'date': '2019-09-17', 'open': 71.050003, 'high': 71.550003, 'low': 70.5, 'close': 71.0, 'adjClose': 67.252991, 'volume': 5913586.0, 'unadjustedVolume': 5913586.0, 'change': -0.05, 'changePercent': -0.07, 'vwap': 71.01667, 'label': 'September 17, 19', 'changeOverTime': -0.0007}"
349,0001.HK,"{'date': '2019-09-16', 'open': 72.900002, 'high': 72.900002, 'low': 71.400002, 'close': 71.5, 'adjClose': 67.726601, 'volume': 4890368.0, 'unadjustedVolume': 4890368.0, 'change': -1.4, 'changePercent': -1.92, 'vwap': 71.93333, 'label': 'September 16, 19', 'changeOverTime': -0.0192}"
350,0001.HK,"{'date': '2019-09-13', 'open': 72.0, 'high': 72.949997, 'low': 71.599998, 'close': 72.75, 'adjClose': 68.910637, 'volume': 3456002.0, 'unadjustedVolume': 3456002.0, 'change': 0.75, 'changePercent': 1.042, 'vwap': 72.43333, 'label': 'September 13, 19', 'changeOverTime': 0.01042}"
351,0001.HK,"{'date': '2019-09-12', 'open': 73.25, 'high': 73.25, 'low': 72.199997, 'close': 72.599998, 'adjClose': 68.768555, 'volume': 6822664.0, 'unadjustedVolume': 6822664.0, 'change': -0.65, 'changePercent': -0.887, 'vwap': 72.68333, 'label': 'September 12, 19', 'changeOverTime': -0.00887}"
352,0001.HK,"{'date': '2019-09-11', 'open': 72.0, 'high': 73.300003, 'low': 71.75, 'close': 73.150002, 'adjClose': 69.289536, 'volume': 8175246.0, 'unadjustedVolume': 8175246.0, 'change': 1.15, 'changePercent': 1.597, 'vwap': 72.73334, 'label': 'September 11, 19', 'changeOverTime': 0.01597}"
353,0001.HK,"{'date': '2019-09-10', 'open': 72.0, 'high': 72.0, 'low': 71.449997, 'close': 71.650002, 'adjClose': 67.86869, 'volume': 8148366.0, 'unadjustedVolume': 8148366.0, 'change': -0.35, 'changePercent': -0.486, 'vwap': 71.7, 'label': 'September 10, 19', 'changeOverTime': -0.00486}"
354,0001.HK,"{'date': '2019-09-09', 'open': 70.050003, 'high': 71.849998, 'low': 70.050003, 'close': 71.199997, 'adjClose': 67.442436, 'volume': 6139024.0, 'unadjustedVolume': 6139024.0, 'change': 1.14999, 'changePercent': 1.642, 'vwap': 71.03333, 'label': 'September 09, 19', 'changeOverTime': 0.01642}"
355,0001.HK,"{'date': '2019-09-06', 'open': 70.75, 'high': 71.199997, 'low': 70.099998, 'close': 70.449997, 'adjClose': 66.73201, 'volume': 11472897.0, 'unadjustedVolume': 11472897.0, 'change': -0.3, 'changePercent': -0.424, 'vwap': 70.58333, 'label': 'September 06, 19', 'changeOverTime': -0.00424}"
356,0001.HK,"{'date': '2019-09-05', 'open': 68.800003, 'high': 69.75, 'low': 68.550003, 'close': 69.0, 'adjClose': 65.358543, 'volume': 6570966.0, 'unadjustedVolume': 6570966.0, 'change': 0.2, 'changePercent': 0.291, 'vwap': 69.1, 'label': 'September 05, 19', 'changeOverTime': 0.00291}"
357,0001.HK,"{'date': '2019-09-04', 'open': 66.900002, 'high': 69.650002, 'low': 66.900002, 'close': 68.900002, 'adjClose': 65.263817, 'volume': 8212577.0, 'unadjustedVolume': 8212577.0, 'change': 2.0, 'changePercent': 2.99, 'vwap': 68.48334, 'label': 'September 04, 19', 'changeOverTime': 0.0299}"
358,0001.HK,"{'date': '2019-09-03', 'open': 66.400002, 'high': 66.900002, 'low': 65.800003, 'close': 66.599998, 'adjClose': 63.085197, 'volume': 3905632.0, 'unadjustedVolume': 3905632.0, 'change': 0.2, 'changePercent': 0.301, 'vwap': 66.43333, 'label': 'September 03, 19', 'changeOverTime': 0.00301}"
359,0001.HK,"{'date': '2019-09-02', 'open': 67.5, 'high': 67.550003, 'low': 66.099998, 'close': 66.949997, 'adjClose': 63.416729, 'volume': 6547427.0, 'unadjustedVolume': 6547427.0, 'change': -0.55, 'changePercent': -0.815, 'vwap': 66.86667, 'label': 'September 02, 19', 'changeOverTime': -0.00815}"
360,0001.HK,"{'date': '2019-08-30', 'open': 69.599998, 'high': 69.599998, 'low': 68.0, 'close': 68.300003, 'adjClose': 63.871403, 'volume': 7731576.0, 'unadjustedVolume': 7731576.0, 'change': -1.29999, 'changePercent': -1.868, 'vwap': 68.63333, 'label': 'August 30, 19', 'changeOverTime': -0.01868}"
361,0001.HK,"{'date': '2019-08-29', 'open': 69.050003, 'high': 69.349998, 'low': 68.349998, 'close': 68.800003, 'adjClose': 64.338982, 'volume': 7902900.0, 'unadjustedVolume': 7902900.0, 'change': -0.25, 'changePercent': -0.362, 'vwap': 68.83333, 'label': 'August 29, 19', 'changeOverTime': -0.00362}"
362,0001.HK,"{'date': '2019-08-28', 'open': 69.050003, 'high': 69.300003, 'low': 68.550003, 'close': 68.550003, 'adjClose': 64.105186, 'volume': 8973397.0, 'unadjustedVolume': 8973397.0, 'change': -0.5, 'changePercent': -0.724, 'vwap': 68.8, 'label': 'August 28, 19', 'changeOverTime': -0.00724}"
363,0001.HK,"{'date': '2019-08-27', 'open': 70.5, 'high': 70.5, 'low': 68.650002, 'close': 69.300003, 'adjClose': 64.806557, 'volume': 6286907.0, 'unadjustedVolume': 6286907.0, 'change': -1.2, 'changePercent': -1.702, 'vwap': 69.48334, 'label': 'August 27, 19', 'changeOverTime': -0.01702}"
364,0001.HK,"{'date': '2019-08-26', 'open': 69.400002, 'high': 69.449997, 'low': 68.449997, 'close': 69.300003, 'adjClose': 64.806557, 'volume': 8054636.0, 'unadjustedVolume': 8054636.0, 'change': -0.1, 'changePercent': -0.144, 'vwap': 69.06667, 'label': 'August 26, 19', 'changeOverTime': -0.00144}"
365,0001.HK,"{'date': '2019-08-23', 'open': 70.449997, 'high': 71.449997, 'low': 70.400002, 'close': 70.650002, 'adjClose': 66.069023, 'volume': 5449506.0, 'unadjustedVolume': 5449506.0, 'change': 0.20001, 'changePercent': 0.284, 'vwap': 70.83333, 'label': 'August 23, 19', 'changeOverTime': 0.00284}"
366,0001.HK,"{'date': '2019-08-22', 'open': 71.5, 'high': 71.5, 'low': 70.400002, 'close': 70.949997, 'adjClose': 66.349571, 'volume': 5299641.0, 'unadjustedVolume': 5299641.0, 'change': -0.55, 'changePercent': -0.769, 'vwap': 70.95, 'label': 'August 22, 19', 'changeOverTime': -0.00769}"
367,0001.HK,"{'date': '2019-08-21', 'open': 70.0, 'high': 71.650002, 'low': 69.949997, 'close': 71.300003, 'adjClose': 66.67688, 'volume': 7045145.0, 'unadjustedVolume': 7045145.0, 'change': 1.3, 'changePercent': 1.857, 'vwap': 70.96667, 'label': 'August 21, 19', 'changeOverTime': 0.01857}"
368,0001.HK,"{'date': '2019-08-20', 'open': 70.599998, 'high': 70.800003, 'low': 69.900002, 'close': 70.099998, 'adjClose': 65.554688, 'volume': 7844342.0, 'unadjustedVolume': 7844342.0, 'change': -0.5, 'changePercent': -0.708, 'vwap': 70.26667, 'label': 'August 20, 19', 'changeOverTime': -0.00708}"
369,0001.HK,"{'date': '2019-08-19', 'open': 68.300003, 'high': 70.550003, 'low': 68.300003, 'close': 69.949997, 'adjClose': 65.414406, 'volume': 10498548.0, 'unadjustedVolume': 10498548.0, 'change': 1.64999, 'changePercent': 2.416, 'vwap': 69.6, 'label': 'August 19, 19', 'changeOverTime': 0.02416}"
370,0001.HK,"{'date': '2019-08-16', 'open': 66.300003, 'high': 67.949997, 'low': 66.0, 'close': 67.900002, 'adjClose': 63.497337, 'volume': 8311992.0, 'unadjustedVolume': 8311992.0, 'change': 1.6, 'changePercent': 2.413, 'vwap': 67.28333, 'label': 'August 16, 19', 'changeOverTime': 0.02413}"
371,0001.HK,"{'date': '2019-08-15', 'open': 64.400002, 'high': 66.699997, 'low': 64.300003, 'close': 66.550003, 'adjClose': 62.234875, 'volume': 9695771.0, 'unadjustedVolume': 9695771.0, 'change': 2.15, 'changePercent': 3.339, 'vwap': 65.85, 'label': 'August 15, 19', 'changeOverTime': 0.03339}"
372,0001.HK,"{'date': '2019-08-14', 'open': 66.25, 'high': 66.650002, 'low': 64.650002, 'close': 65.099998, 'adjClose': 60.878883, 'volume': 10816336.0, 'unadjustedVolume': 10816336.0, 'change': -1.15, 'changePercent': -1.736, 'vwap': 65.46667, 'label': 'August 14, 19', 'changeOverTime': -0.01736}"
373,0001.HK,"{'date': '2019-08-13', 'open': 67.0, 'high': 67.25, 'low': 65.800003, 'close': 65.949997, 'adjClose': 61.673771, 'volume': 12104207.0, 'unadjustedVolume': 12104207.0, 'change': -1.05, 'changePercent': -1.567, 'vwap': 66.33333, 'label': 'August 13, 19', 'changeOverTime': -0.01567}"
374,0001.HK,"{'date': '2019-08-12', 'open': 67.349998, 'high': 68.199997, 'low': 67.349998, 'close': 67.699997, 'adjClose': 63.310303, 'volume': 5775321.0, 'unadjustedVolume': 5775321.0, 'change': 0.35, 'changePercent': 0.52, 'vwap': 67.75, 'label': 'August 12, 19', 'changeOverTime': 0.0052}"
375,0001.HK,"{'date': '2019-08-09', 'open': 67.650002, 'high': 68.449997, 'low': 67.650002, 'close': 67.949997, 'adjClose': 63.54409, 'volume': 5996124.0, 'unadjustedVolume': 5996124.0, 'change': 0.29999, 'changePercent': 0.443, 'vwap': 68.01667, 'label': 'August 09, 19', 'changeOverTime': 0.00443}"
376,0001.HK,"{'date': '2019-08-08', 'open': 67.650002, 'high': 68.75, 'low': 67.650002, 'close': 68.050003, 'adjClose': 63.637608, 'volume': 8208977.0, 'unadjustedVolume': 8208977.0, 'change': 0.4, 'changePercent': 0.591, 'vwap': 68.15, 'label': 'August 08, 19', 'changeOverTime': 0.00591}"
377,0001.HK,"{'date': '2019-08-07', 'open': 68.199997, 'high': 68.400002, 'low': 67.349998, 'close': 67.699997, 'adjClose': 63.310303, 'volume': 8215702.0, 'unadjustedVolume': 8215702.0, 'change': -0.5, 'changePercent': -0.733, 'vwap': 67.81667, 'label': 'August 07, 19', 'changeOverTime': -0.00733}"
378,0001.HK,"{'date': '2019-08-06', 'open': 67.050003, 'high': 68.949997, 'low': 67.050003, 'close': 68.599998, 'adjClose': 64.151947, 'volume': 11187226.0, 'unadjustedVolume': 11187226.0, 'change': 1.54999, 'changePercent': 2.312, 'vwap': 68.2, 'label': 'August 06, 19', 'changeOverTime': 0.02312}"
379,0001.HK,"{'date': '2019-08-05', 'open': 70.5, 'high': 71.949997, 'low': 69.449997, 'close': 69.650002, 'adjClose': 65.133865, 'volume': 9559700.0, 'unadjustedVolume': 9559700.0, 'change': -0.85, 'changePercent': -1.206, 'vwap': 70.35, 'label': 'August 05, 19', 'changeOverTime': -0.01206}"
380,0001.HK,"{'date': '2019-08-02', 'open': 72.0, 'high': 72.550003, 'low': 71.400002, 'close': 71.949997, 'adjClose': 67.284729, 'volume': 11091736.0, 'unadjustedVolume': 11091736.0, 'change': -0.05, 'changePercent': -0.069, 'vwap': 71.96667, 'label': 'August 02, 19', 'changeOverTime': -0.00069}"
381,0001.HK,"{'date': '2019-08-01', 'open': 73.300003, 'high': 73.800003, 'low': 72.150002, 'close': 72.5, 'adjClose': 67.799072, 'volume': 8749995.0, 'unadjustedVolume': 8749995.0, 'change': -0.8, 'changePercent': -1.091, 'vwap': 72.81667, 'label': 'August 01, 19', 'changeOverTime': -0.01091}"
382,0001.HK,"{'date': '2019-07-31', 'open': 74.099998, 'high': 74.400002, 'low': 73.550003, 'close': 73.650002, 'adjClose': 68.874504, 'volume': 4340353.0, 'unadjustedVolume': 4340353.0, 'change': -0.45, 'changePercent': -0.607, 'vwap': 73.86667, 'label': 'July 31, 19', 'changeOverTime': -0.00607}"
383,0001.HK,"{'date': '2019-07-30', 'open': 74.949997, 'high': 75.599998, 'low': 74.550003, 'close': 74.699997, 'adjClose': 69.856422, 'volume': 4401446.0, 'unadjustedVolume': 4401446.0, 'change': -0.25, 'changePercent': -0.334, 'vwap': 74.95, 'label': 'July 30, 19', 'changeOverTime': -0.00334}"
384,0001.HK,"{'date': '2019-07-29', 'open': 75.599998, 'high': 75.650002, 'low': 74.550003, 'close': 75.199997, 'adjClose': 70.323997, 'volume': 5464987.0, 'unadjustedVolume': 5464987.0, 'change': -0.4, 'changePercent': -0.529, 'vwap': 75.13333, 'label': 'July 29, 19', 'changeOverTime': -0.00529}"
385,0001.HK,"{'date': '2019-07-26', 'open': 75.5, 'high': 75.849998, 'low': 75.5, 'close': 75.599998, 'adjClose': 70.698067, 'volume': 3638228.0, 'unadjustedVolume': 3638228.0, 'change': 0.1, 'changePercent': 0.132, 'vwap': 75.65, 'label': 'July 26, 19', 'changeOverTime': 0.00132}"
386,0001.HK,"{'date': '2019-07-25', 'open': 75.900002, 'high': 76.400002, 'low': 75.800003, 'close': 75.849998, 'adjClose': 70.931854, 'volume': 4251248.0, 'unadjustedVolume': 4251248.0, 'change': -0.05, 'changePercent': -0.066, 'vwap': 76.01667, 'label': 'July 25, 19', 'changeOverTime': -0.00066}"
