,sectors_list,symbols_list
962,Consumer Cyclical,CAKE
963,Consumer Cyclical,CALI
964,Consumer Cyclical,CAL
965,Consumer Cyclical,CARS
966,Consumer Cyclical,CATG.PA
967,Consumer Cyclical,CATO
968,Consumer Cyclical,CBD
969,Consumer Cyclical,CBK
970,Consumer Cyclical,CBRL
971,Consumer Cyclical,CBS
972,Consumer Cyclical,CCK
973,Consumer Cyclical,CCL
974,Consumer Cyclical,CCS
975,Consumer Cyclical,CCZ
976,Consumer Cyclical,CDA.PA
977,Consumer Cyclical,CDI.PA
978,Consumer Cyclical,CDTI
979,Consumer Cyclical,CETV
980,Consumer Cyclical,CHDN
981,Consumer Cyclical,CHH
982,Consumer Cyclical,CHSR.PA
983,Consumer Cyclical,CHS
984,Consumer Cyclical,CHUY
985,Consumer Cyclical,CHWY
986,Consumer Cyclical,CLAR
987,Consumer Cyclical,CLUB
988,Consumer Cyclical,CMG
989,Consumer Cyclical,CNNE
990,Consumer Cyclical,CNTY
991,Consumer Cyclical,CNV.PA
992,Consumer Cyclical,COLM
993,Consumer Cyclical,CONN
994,Consumer Cyclical,CPHC
995,Consumer Cyclical,CPRI
996,Consumer Cyclical,CPS
997,Consumer Cyclical,CRI.PA
998,Consumer Cyclical,CRI
999,Consumer Cyclical,CRMT
1000,Consumer Cyclical,CROX
1001,Consumer Cyclical,CRWS
1002,Consumer Cyclical,CSS
1003,Consumer Cyclical,CSV
1004,Consumer Cyclical,CTB
1005,Consumer Cyclical,CTHR
1006,Consumer Cyclical,CTIB
1007,Consumer Cyclical,CTRC
1008,Consumer Cyclical,CTRN
1009,Consumer Cyclical,CUK
1010,Consumer Cyclical,CULP
1011,Consumer Cyclical,CVCO
1012,Consumer Cyclical,CVGI
1013,Consumer Cyclical,CVNA
1014,Consumer Cyclical,CWH
1015,Consumer Cyclical,CXDC
1016,Consumer Cyclical,CZR
1017,Consumer Cyclical,DADA
1018,Consumer Cyclical,DAN
1019,Consumer Cyclical,DBI
1020,Consumer Cyclical,DDE
1021,Consumer Cyclical,DDS
1022,Consumer Cyclical,DDT
1023,Consumer Cyclical,DECK
1024,Consumer Cyclical,DENN
1025,Consumer Cyclical,DESP
1026,Consumer Cyclical,DEST
1027,Consumer Cyclical,DFRG
1028,Consumer Cyclical,DGSE
1029,Consumer Cyclical,DHI
1030,Consumer Cyclical,DIE.BR
1031,Consumer Cyclical,DIN
1032,Consumer Cyclical,DIS
1033,Consumer Cyclical,DKNG
1034,Consumer Cyclical,DKS
1035,Consumer Cyclical,DLA
1036,Consumer Cyclical,DLPH
1037,Consumer Cyclical,DLTA.PA
1038,Consumer Cyclical,DLTH
1039,Consumer Cyclical,DNKN
1040,Consumer Cyclical,DOO.TO
1041,Consumer Cyclical,DOOO
1042,Consumer Cyclical,DORM
1043,Consumer Cyclical,DPT.PA
1044,Consumer Cyclical,DPZ
1045,Consumer Cyclical,DRI
1046,Consumer Cyclical,DSWL
1047,Consumer Cyclical,DS
1048,Consumer Cyclical,DVD
1049,Consumer Cyclical,DXLG
1050,Consumer Cyclical,DXYN
1051,Consumer Cyclical,EAT
1052,Consumer Cyclical,EBAYL
1053,Consumer Cyclical,EBAY
1054,Consumer Cyclical,EDNT
1055,Consumer Cyclical,EFOI
1056,Consumer Cyclical,ELA
1057,Consumer Cyclical,ELIOR.PA
1058,Consumer Cyclical,ELY
1059,Consumer Cyclical,EO.PA
1060,Consumer Cyclical,ERI
1061,Consumer Cyclical,ESCA
1062,Consumer Cyclical,ESON.LS
1063,Consumer Cyclical,ETH
1064,Consumer Cyclical,ETSY
1065,Consumer Cyclical,EVK
1066,Consumer Cyclical,EVRI
1067,Consumer Cyclical,EXPE
1068,Consumer Cyclical,EXPR
1069,Consumer Cyclical,EYE
1070,Consumer Cyclical,FAST.AS
1071,Consumer Cyclical,FAT
1072,Consumer Cyclical,FBHS
1073,Consumer Cyclical,FCAU
1074,Consumer Cyclical,FCMC.PA
1075,Consumer Cyclical,FCP.LS
1076,Consumer Cyclical,FDJ.PA
1077,Consumer Cyclical,FFHL
1078,Consumer Cyclical,FGP
1079,Consumer Cyclical,FINL
1080,Consumer Cyclical,FIVE
1081,Consumer Cyclical,FLL
1082,Consumer Cyclical,FLO.PA
1083,Consumer Cyclical,FLWS
1084,Consumer Cyclical,FLXS
1085,Consumer Cyclical,FL
1086,Consumer Cyclical,FNAC.PA
1087,Consumer Cyclical,FND
1088,Consumer Cyclical,FNG.BR
1089,Consumer Cyclical,FNKO
1090,Consumer Cyclical,FOGO
1091,Consumer Cyclical,FORD
1092,Consumer Cyclical,FORK
1093,Consumer Cyclical,FOSL
1094,Consumer Cyclical,FOXF
1095,Consumer Cyclical,FR.PA
1096,Consumer Cyclical,FRAN
1097,Consumer Cyclical,FRGI
1098,Consumer Cyclical,FRG
1099,Consumer Cyclical,FRSH
1100,Consumer Cyclical,FTCH
1101,Consumer Cyclical,FTDR
1102,Consumer Cyclical,FUN
1103,Consumer Cyclical,FUV
1104,Consumer Cyclical,FWONA
1105,Consumer Cyclical,F
1106,Consumer Cyclical,GAN
1107,Consumer Cyclical,GBT.TO
1108,Consumer Cyclical,GC.TO
1109,Consumer Cyclical,GCO
1110,Consumer Cyclical,GDEN
1111,Consumer Cyclical,GEF-B
1112,Consumer Cyclical,GEF
1113,Consumer Cyclical,GES
1114,Consumer Cyclical,GH.TO
1115,Consumer Cyclical,GHG
1116,Consumer Cyclical,GIII
1117,Consumer Cyclical,GIL.TO
1118,Consumer Cyclical,GIL
1119,Consumer Cyclical,GJAJ.PA
1120,Consumer Cyclical,GMBL
1121,Consumer Cyclical,GME
1122,Consumer Cyclical,GM
1123,Consumer Cyclical,GNTX
1124,Consumer Cyclical,GOLF
1125,Consumer Cyclical,GOOS
1126,Consumer Cyclical,GPC
1127,Consumer Cyclical,GPIC
1128,Consumer Cyclical,GPI
1129,Consumer Cyclical,GPK
1130,Consumer Cyclical,GPS
1131,Consumer Cyclical,GRBK
1132,Consumer Cyclical,GRIL
1133,Consumer Cyclical,GRWG
1134,Consumer Cyclical,GTIM
1135,Consumer Cyclical,GTX
1136,Consumer Cyclical,GT
1137,Consumer Cyclical,GVNV.AS
1138,Consumer Cyclical,HABT
1139,Consumer Cyclical,HAS
1140,Consumer Cyclical,HBI
1141,Consumer Cyclical,HDG.AS
1142,Consumer Cyclical,HDP.PA
1143,Consumer Cyclical,HD
1144,Consumer Cyclical,HEXA.PA
1145,Consumer Cyclical,HGV
1146,Consumer Cyclical,HIBB
1147,Consumer Cyclical,HLT
1148,Consumer Cyclical,HMC
1149,Consumer Cyclical,HOFT
1150,Consumer Cyclical,HOG
1151,Consumer Cyclical,HOME
1152,Consumer Cyclical,HOVNP
1153,Consumer Cyclical,HOV
1154,Consumer Cyclical,HRB
1155,Consumer Cyclical,HTHT
1156,Consumer Cyclical,HUD
1157,Consumer Cyclical,HVT
1158,Consumer Cyclical,HZN
1159,Consumer Cyclical,HZO
1160,Consumer Cyclical,H
1161,Consumer Cyclical,IBS.LS
1162,Consumer Cyclical,ICE.TO
1163,Consumer Cyclical,ICON
1164,Consumer Cyclical,IDG.TO
1165,Consumer Cyclical,IFA.TO
1166,Consumer Cyclical,IGT
1167,Consumer Cyclical,IHG
1168,Consumer Cyclical,ILG
1169,Consumer Cyclical,IMBI
1170,Consumer Cyclical,INQ.TO
1171,Consumer Cyclical,INSE
1172,Consumer Cyclical,INTG
1173,Consumer Cyclical,IP
1174,Consumer Cyclical,ISCA
1175,Consumer Cyclical,ITP.TO
1176,Consumer Cyclical,ITXT.PA
1177,Consumer Cyclical,JACK
1178,Consumer Cyclical,JAKK
1179,Consumer Cyclical,JAX
1180,Consumer Cyclical,JCP
1181,Consumer Cyclical,JD
1182,Consumer Cyclical,JILL
1183,Consumer Cyclical,JMBA
1184,Consumer Cyclical,JMEI
1185,Consumer Cyclical,JMIA
1186,Consumer Cyclical,JMU
1187,Consumer Cyclical,JOUT
1188,Consumer Cyclical,JRSH
1189,Consumer Cyclical,JWN
1190,Consumer Cyclical,KAR
1191,Consumer Cyclical,KAZI.PA
1192,Consumer Cyclical,KBAL
1193,Consumer Cyclical,KBH
1194,Consumer Cyclical,KBSF
1195,Consumer Cyclical,KENDR.AS
1196,Consumer Cyclical,KEQU
1197,Consumer Cyclical,KER.PA
1198,Consumer Cyclical,KFS
1199,Consumer Cyclical,KGJI
1200,Consumer Cyclical,KIRK
1201,Consumer Cyclical,KMX
1202,Consumer Cyclical,KNDI
1203,Consumer Cyclical,KOF.PA
1204,Consumer Cyclical,KONA
1205,Consumer Cyclical,KRUS
1206,Consumer Cyclical,KSS
1207,Consumer Cyclical,KTB
1208,Consumer Cyclical,LAD
1209,Consumer Cyclical,LAF.PA
1210,Consumer Cyclical,LAKE
1211,Consumer Cyclical,LAZY
1212,Consumer Cyclical,LB
1213,Consumer Cyclical,LCII
1214,Consumer Cyclical,LCUT
1215,Consumer Cyclical,LEA
1216,Consumer Cyclical,LEBL.PA
1217,Consumer Cyclical,LEGH
1218,Consumer Cyclical,LEG
1219,Consumer Cyclical,LEN
1220,Consumer Cyclical,LEVI
1221,Consumer Cyclical,LE
1222,Consumer Cyclical,LGIH
1223,Consumer Cyclical,LINDW
1224,Consumer Cyclical,LIND
1225,Consumer Cyclical,LITB
1226,Consumer Cyclical,LIVE
1227,Consumer Cyclical,LKQ
1228,Consumer Cyclical,LL
1229,Consumer Cyclical,LNF.TO
1230,Consumer Cyclical,LNR.TO
1231,Consumer Cyclical,LOCO
1232,Consumer Cyclical,LOVE
1233,Consumer Cyclical,LOW
1234,Consumer Cyclical,LQDT
1235,Consumer Cyclical,LUB
1236,Consumer Cyclical,LULU
1237,Consumer Cyclical,LVS
1238,Consumer Cyclical,LZB
1239,Consumer Cyclical,MANU
1240,Consumer Cyclical,MAR
1241,Consumer Cyclical,MAT
1242,Consumer Cyclical,MBUU
1243,Consumer Cyclical,MC.PA
1244,Consumer Cyclical,MCD
1245,Consumer Cyclical,MCFT
1246,Consumer Cyclical,MCRI
1247,Consumer Cyclical,MDC
1248,Consumer Cyclical,MDM.PA
1249,Consumer Cyclical,MED
1250,Consumer Cyclical,MELI
1251,Consumer Cyclical,MG.TO
1252,Consumer Cyclical,MGA
1253,Consumer Cyclical,MGM
1254,Consumer Cyclical,MGNT.ME
1255,Consumer Cyclical,MHK
1256,Consumer Cyclical,MHO
1257,Consumer Cyclical,MIK
1258,Consumer Cyclical,MKGI
1259,Consumer Cyclical,ML.PA
1260,Consumer Cyclical,MLCMB.PA
1261,Consumer Cyclical,MLCO
1262,Consumer Cyclical,MLEAV.PA
1263,Consumer Cyclical,MLEVE.PA
1264,Consumer Cyclical,MLHOT.PA
1265,Consumer Cyclical,MLMAI.PA
1266,Consumer Cyclical,MLONE.PA
1267,Consumer Cyclical,MLR
1268,Consumer Cyclical,MLSIM.PA
1269,Consumer Cyclical,MLSML.PA
1270,Consumer Cyclical,MLSTR.PA
1271,Consumer Cyclical,MLTBM.PA
1272,Consumer Cyclical,MLTRO.PA
1273,Consumer Cyclical,MMB.PA
1274,Consumer Cyclical,MMYT
1275,Consumer Cyclical,MNI
1276,Consumer Cyclical,MNRO
1277,Consumer Cyclical,MOD
1278,Consumer Cyclical,MOGU
1279,Consumer Cyclical,MOHO
1280,Consumer Cyclical,MOV
1281,Consumer Cyclical,MPAA
1282,Consumer Cyclical,MPX
1283,Consumer Cyclical,MRE.TO
1284,Consumer Cyclical,MSC
1285,Consumer Cyclical,MSG
1286,Consumer Cyclical,MTH
1287,Consumer Cyclical,MTN
1288,Consumer Cyclical,MTOR
1289,Consumer Cyclical,MTY.TO
1290,Consumer Cyclical,MUSA
1291,Consumer Cyclical,MYE
1292,Consumer Cyclical,MYT
1293,Consumer Cyclical,M
1294,Consumer Cyclical,NAKD
1295,Consumer Cyclical,NATH
1296,Consumer Cyclical,NAVYA.PA
1297,Consumer Cyclical,NCLH
1298,Consumer Cyclical,NDLS
1299,Consumer Cyclical,NFI.TO
1300,Consumer Cyclical,NHTC
1301,Consumer Cyclical,NIO
1302,Consumer Cyclical,NIU
1303,Consumer Cyclical,NKE
1304,Consumer Cyclical,NKLA
1305,Consumer Cyclical,NLS
1306,Consumer Cyclical,NR21.PA
1307,Consumer Cyclical,NTRI
1308,Consumer Cyclical,NTZ
1309,Consumer Cyclical,NVFY
1310,Consumer Cyclical,NVR
1311,Consumer Cyclical,NWGI
1312,Consumer Cyclical,NWHM
1313,Consumer Cyclical,NYNY
1314,Consumer Cyclical,ODP
1315,Consumer Cyclical,OI
1316,Consumer Cyclical,OLG.PA
1317,Consumer Cyclical,ONEW
1318,Consumer Cyclical,ORLY
1319,Consumer Cyclical,OSTK
1320,Consumer Cyclical,OSW
1321,Consumer Cyclical,OXM
1322,Consumer Cyclical,PACK
1323,Consumer Cyclical,PAG
1324,Consumer Cyclical,PARP.PA
1325,Consumer Cyclical,PBL.TO
1326,Consumer Cyclical,PBPB
1327,Consumer Cyclical,PCMI
1328,Consumer Cyclical,PDD
1329,Consumer Cyclical,PENN
1330,Consumer Cyclical,PERY
1331,Consumer Cyclical,PHM
1332,Consumer Cyclical,PII
1333,Consumer Cyclical,PIR
1334,Consumer Cyclical,PKG
1335,Consumer Cyclical,PLAY
1336,Consumer Cyclical,PLC.TO
1337,Consumer Cyclical,PLCE
1338,Consumer Cyclical,PLNT
1339,Consumer Cyclical,PLOW
1340,Consumer Cyclical,PLYA
1341,Consumer Cyclical,PNK
1342,Consumer Cyclical,POM.PA
1343,Consumer Cyclical,POOL
1344,Consumer Cyclical,PRPL
1345,Consumer Cyclical,PRTS
1346,Consumer Cyclical,PRTY
1347,Consumer Cyclical,PSAT.PA
1348,Consumer Cyclical,PSB.PA
1349,Consumer Cyclical,PTON
1350,Consumer Cyclical,PVH
1351,Consumer Cyclical,PVL.PA
1352,Consumer Cyclical,PZA.TO
1353,Consumer Cyclical,PZZA
1354,Consumer Cyclical,P
1355,Consumer Cyclical,QRTEA
1356,Consumer Cyclical,QRTEB
1357,Consumer Cyclical,QSR.TO
1358,Consumer Cyclical,QSR
1359,Consumer Cyclical,RACE
1360,Consumer Cyclical,RAVE
1361,Consumer Cyclical,RBO.PA
1362,Consumer Cyclical,RBZ
1363,Consumer Cyclical,RCH.TO
1364,Consumer Cyclical,RCKY
1365,Consumer Cyclical,RCL
1366,Consumer Cyclical,REAL
1367,Consumer Cyclical,RENN
1368,Consumer Cyclical,RES.BR
1369,Consumer Cyclical,RGS
1370,Consumer Cyclical,RH
1371,Consumer Cyclical,RICK
1372,Consumer Cyclical,RLH
1373,Consumer Cyclical,RL
1374,Consumer Cyclical,RMBL
1375,Consumer Cyclical,RMS.PA
1376,Consumer Cyclical,RNO.PA
1377,Consumer Cyclical,ROL
1378,Consumer Cyclical,ROST
1379,Consumer Cyclical,RRGB
1380,Consumer Cyclical,RRR
1381,Consumer Cyclical,RTW
1382,Consumer Cyclical,RUHN
1383,Consumer Cyclical,RUSHA
1384,Consumer Cyclical,RUSHB
1385,Consumer Cyclical,RUTH
1386,Consumer Cyclical,RVLV
1387,Consumer Cyclical,SAH
1388,Consumer Cyclical,SAUC
1389,Consumer Cyclical,SBH
1390,Consumer Cyclical,SBUX
1391,Consumer Cyclical,SCB.LS
1392,Consumer Cyclical,SCI
1393,Consumer Cyclical,SCP.LS
1394,Consumer Cyclical,SCT.LS
1395,Consumer Cyclical,SCU.TO
1396,Consumer Cyclical,SCVL
1397,Consumer Cyclical,SEAS
1398,Consumer Cyclical,SECO
1399,Consumer Cyclical,SEE
1400,Consumer Cyclical,SERV
1401,Consumer Cyclical,SFCA.PA
1402,Consumer Cyclical,SFIX
1403,Consumer Cyclical,SGC
1404,Consumer Cyclical,SGMS
1405,Consumer Cyclical,SHAK
1406,Consumer Cyclical,SHLD
1407,Consumer Cyclical,SHLO
1408,Consumer Cyclical,SHOO
1409,Consumer Cyclical,SHOS
1410,Consumer Cyclical,SIC
1411,Consumer Cyclical,SIG
1412,Consumer Cyclical,SIOE.BR
1413,Consumer Cyclical,SIX
1414,Consumer Cyclical,SK.PA
1415,Consumer Cyclical,SKIS
1416,Consumer Cyclical,SKX
1417,Consumer Cyclical,SKY
1418,Consumer Cyclical,SLBEN.LS
1419,Consumer Cyclical,SLGN
1420,Consumer Cyclical,SMAR.BR
1421,Consumer Cyclical,SMCP.PA
1422,Consumer Cyclical,SMP
1423,Consumer Cyclical,SMRT
1424,Consumer Cyclical,SNBR
1425,Consumer Cyclical,SNOW.AS
1426,Consumer Cyclical,SO.PA
1427,Consumer Cyclical,SOLO
1428,Consumer Cyclical,SON.LS
1429,Consumer Cyclical,SONC
1430,Consumer Cyclical,SON
1431,Consumer Cyclical,SORL
1432,Consumer Cyclical,SPWH
1433,Consumer Cyclical,SQBG
1434,Consumer Cyclical,SRI
1435,Consumer Cyclical,SRP.PA
1436,Consumer Cyclical,SSI
1437,Consumer Cyclical,STAY
1438,Consumer Cyclical,STKS
1439,Consumer Cyclical,STRN.AS
1440,Consumer Cyclical,STRT
1441,Consumer Cyclical,SUP
1442,Consumer Cyclical,SXP.TO
1443,Consumer Cyclical,SYPR
1444,Consumer Cyclical,TACO
1445,Consumer Cyclical,TAST
1446,Consumer Cyclical,TAX
1447,Consumer Cyclical,TA
1448,Consumer Cyclical,TBIRD.AS
1449,Consumer Cyclical,TBL.TO
1450,Consumer Cyclical,TCOM
1451,Consumer Cyclical,TCS
1452,Consumer Cyclical,TEN
1453,Consumer Cyclical,TFF.PA
1454,Consumer Cyclical,THO
1455,Consumer Cyclical,THRM
1456,Consumer Cyclical,TIF
1457,Consumer Cyclical,TILE
1458,Consumer Cyclical,TJX
1459,Consumer Cyclical,TKAT
1460,Consumer Cyclical,TLF
1461,Consumer Cyclical,TLRD
1462,Consumer Cyclical,TLYS
1463,Consumer Cyclical,TMHC
1464,Consumer Cyclical,TM
1465,Consumer Cyclical,TOL
1466,Consumer Cyclical,TOUR
1467,Consumer Cyclical,TOWR
1468,Consumer Cyclical,TOY.TO
1469,Consumer Cyclical,TPH
1470,Consumer Cyclical,TPR
1471,Consumer Cyclical,TPX
1472,Consumer Cyclical,TRCO
1473,Consumer Cyclical,TRI.PA
1474,Consumer Cyclical,TRIP
1475,Consumer Cyclical,TRK
1476,Consumer Cyclical,TRWH
1477,Consumer Cyclical,TRZ.TO
1478,Consumer Cyclical,TSCO
1479,Consumer Cyclical,TSG
1480,Consumer Cyclical,TSLA
1481,Consumer Cyclical,TTM
1482,Consumer Cyclical,TTS
1483,Consumer Cyclical,TUP
1484,Consumer Cyclical,TVPT
1485,Consumer Cyclical,TWC.TO
1486,Consumer Cyclical,TWMC
1487,Consumer Cyclical,TWX
1488,Consumer Cyclical,TXRH
1489,Consumer Cyclical,UAA
1490,Consumer Cyclical,UA
1491,Consumer Cyclical,UFAB
1492,Consumer Cyclical,UFI
1493,Consumer Cyclical,UFPT
1494,Consumer Cyclical,ULTA
1495,Consumer Cyclical,UNS.TO
1496,Consumer Cyclical,UQM
1497,Consumer Cyclical,URBN
1498,Consumer Cyclical,UWN
1499,Consumer Cyclical,VAC.PA
1500,Consumer Cyclical,VAC
1501,Consumer Cyclical,VAF.LS
1502,Consumer Cyclical,VAN.BR
1503,Consumer Cyclical,VC
1504,Consumer Cyclical,VFC
1505,Consumer Cyclical,VIAB
1506,Consumer Cyclical,VIA
1507,Consumer Cyclical,VIPS
1508,Consumer Cyclical,VIRC
1509,Consumer Cyclical,VNCE
1510,Consumer Cyclical,VNE
1511,Consumer Cyclical,VOXX
1512,Consumer Cyclical,VRA
1513,Consumer Cyclical,VRM
1514,Consumer Cyclical,VSI
1515,Consumer Cyclical,VSTO
1516,Consumer Cyclical,WBAI
1517,Consumer Cyclical,WBC
1518,Consumer Cyclical,WEN
1519,Consumer Cyclical,WEYS
1520,Consumer Cyclical,WGO
1521,Consumer Cyclical,WHR
1522,Consumer Cyclical,WH
1523,Consumer Cyclical,WINA
1524,Consumer Cyclical,WING
1525,Consumer Cyclical,WKHS
1526,Consumer Cyclical,WLH
1527,Consumer Cyclical,WPK.TO
1528,Consumer Cyclical,WPRT.TO
1529,Consumer Cyclical,WPRT
1530,Consumer Cyclical,WRK
1531,Consumer Cyclical,WSM
1532,Consumer Cyclical,WWW
1533,Consumer Cyclical,WW
1534,Consumer Cyclical,WYND
1535,Consumer Cyclical,WYNN
1536,Consumer Cyclical,W
1537,Consumer Cyclical,XELB
1538,Consumer Cyclical,XOXO
1539,Consumer Cyclical,XPEL
1540,Consumer Cyclical,XTC.TO
1541,Consumer Cyclical,YETI
1542,Consumer Cyclical,YJ
1543,Consumer Cyclical,YOGA
1544,Consumer Cyclical,YTRA
1545,Consumer Cyclical,YUMC
1546,Consumer Cyclical,YUM
1547,Consumer Cyclical,ZAGG
1548,Consumer Cyclical,ZOES
1549,Consumer Cyclical,ZUMZ
1550,Consumer Cyclical,ZZZ.TO
1551,Consumer Defensive,AACG
1552,Consumer Defensive,ABCD
1553,Consumer Defensive,ABEV
1554,Consumer Defensive,ABI.BR
1555,Consumer Defensive,ACOMO.AS
1556,Consumer Defensive,ACU
1557,Consumer Defensive,AD.AS
1558,Consumer Defensive,ADM
1559,Consumer Defensive,ADVI.PA
1560,Consumer Defensive,AFYA
1561,Consumer Defensive,AGFS
1562,Consumer Defensive,AGRO
1563,Consumer Defensive,AKO-B
1564,Consumer Defensive,ALAGR.PA
1565,Consumer Defensive,ALCO
1566,Consumer Defensive,ALGEM.PA
1567,Consumer Defensive,ALKKO.PA
1568,Consumer Defensive,ALLAN.PA
1569,Consumer Defensive,ALMAS.PA
1570,Consumer Defensive,ALMER.PA
1571,Consumer Defensive,ALPHY.PA
1572,Consumer Defensive,ALPOU.PA
1573,Consumer Defensive,AMBO
1574,Consumer Defensive,ANDE
1575,Consumer Defensive,APEI
1576,Consumer Defensive,AQB
1577,Consumer Defensive,ARCE
1578,Consumer Defensive,ARYN.SW
1579,Consumer Defensive,ASPU
1580,Consumer Defensive,ATGE
1581,Consumer Defensive,AVP
1582,Consumer Defensive,BB.PA
1583,Consumer Defensive,BCAM.PA
1584,Consumer Defensive,BEDU
1585,Consumer Defensive,BF-B
1586,Consumer Defensive,BGS
1587,Consumer Defensive,BG
1588,Consumer Defensive,BIG
1589,Consumer Defensive,BJ
1590,Consumer Defensive,BN.PA
1591,Consumer Defensive,BOLS.AS
1592,Consumer Defensive,BON.PA
1593,Consumer Defensive,BR.TO
1594,Consumer Defensive,BRBR
1595,Consumer Defensive,BREW
1596,Consumer Defensive,BRFS
1597,Consumer Defensive,BRID
1598,Consumer Defensive,BSGR.AS
1599,Consumer Defensive,BTI
1600,Consumer Defensive,BUD
1601,Consumer Defensive,BUFF
1602,Consumer Defensive,BYND
1603,Consumer Defensive,CA.PA
1604,Consumer Defensive,CAG
1605,Consumer Defensive,CALM
1606,Consumer Defensive,CASY
1607,Consumer Defensive,CCEP.AS
1608,Consumer Defensive,CCEP
1609,Consumer Defensive,CCU
1610,Consumer Defensive,CECO
1611,Consumer Defensive,CELH
1612,Consumer Defensive,CENTA
1613,Consumer Defensive,CENT
1614,Consumer Defensive,CHD
1615,Consumer Defensive,CHEF
1616,Consumer Defensive,CHGG
1617,Consumer Defensive,CHSCL
1618,Consumer Defensive,CHSCM
1619,Consumer Defensive,CHSCN
1620,Consumer Defensive,CHSCO
1621,Consumer Defensive,CHSCP
1622,Consumer Defensive,CLR.TO
1623,Consumer Defensive,CLXT
1624,Consumer Defensive,CLX
1625,Consumer Defensive,CL
1626,Consumer Defensive,CO.PA
1627,Consumer Defensive,COBH.BR
1628,Consumer Defensive,COE
1629,Consumer Defensive,COKE
1630,Consumer Defensive,COLR.BR
1631,Consumer Defensive,CORE
1632,Consumer Defensive,COST
1633,Consumer Defensive,COTY
1634,Consumer Defensive,COT
1635,Consumer Defensive,CPA.LS
1636,Consumer Defensive,CPB
1637,Consumer Defensive,CPLA
1638,Consumer Defensive,CRESY
1639,Consumer Defensive,CRVP
1640,Consumer Defensive,CVGW
1641,Consumer Defensive,CYAN
1642,Consumer Defensive,DAR
1643,Consumer Defensive,DEO
1644,Consumer Defensive,DF
1645,Consumer Defensive,DGE.PA
1646,Consumer Defensive,DG
1647,Consumer Defensive,DIT
1648,Consumer Defensive,DLTR
1649,Consumer Defensive,DL
1650,Consumer Defensive,DOGZ
1651,Consumer Defensive,DOL.TO
1652,Consumer Defensive,DTEA
1653,Consumer Defensive,EAST
1654,Consumer Defensive,EDU
1655,Consumer Defensive,ELF
1656,Consumer Defensive,EL
1657,Consumer Defensive,EPC
1658,Consumer Defensive,FAMI
1659,Consumer Defensive,FARM
1660,Consumer Defensive,FBEL.PA
1661,Consumer Defensive,FDP
1662,Consumer Defensive,FEDU
1663,Consumer Defensive,FFARM.AS
1664,Consumer Defensive,FIZZ
1665,Consumer Defensive,FLO
1666,Consumer Defensive,FMX
1667,Consumer Defensive,FNTS.PA
1668,Consumer Defensive,FOU.BR
1669,Consumer Defensive,FRED
1670,Consumer Defensive,FRPT
1671,Consumer Defensive,GCL.TO
1672,Consumer Defensive,GHC
1673,Consumer Defensive,GIS
1674,Consumer Defensive,GLG.TO
1675,Consumer Defensive,GO
1676,Consumer Defensive,GPX
1677,Consumer Defensive,GREEN.BR
1678,Consumer Defensive,GSX
1679,Consumer Defensive,HAIN
1680,Consumer Defensive,HEIA.AS
1681,Consumer Defensive,HEIO.AS
1682,Consumer Defensive,HELE
1683,Consumer Defensive,HFFG
1684,Consumer Defensive,HLF.TO
1685,Consumer Defensive,HLF
1686,Consumer Defensive,HLG
1687,Consumer Defensive,HMHC
1688,Consumer Defensive,HRL
1689,Consumer Defensive,HSY
1690,Consumer Defensive,IBA
1691,Consumer Defensive,IFMK
1692,Consumer Defensive,IMKTA
1693,Consumer Defensive,INGR
1694,Consumer Defensive,IPAR
1695,Consumer Defensive,ITP.PA
1696,Consumer Defensive,JBOG.PA
1697,Consumer Defensive,JBSS
1698,Consumer Defensive,JJSF
1699,Consumer Defensive,JMT.LS
1700,Consumer Defensive,JVA
1701,Consumer Defensive,KDP
1702,Consumer Defensive,KHC
1703,Consumer Defensive,KMB
1704,Consumer Defensive,KOF
1705,Consumer Defensive,KO
1706,Consumer Defensive,KPT.TO
1707,Consumer Defensive,KR
1708,Consumer Defensive,K
1709,Consumer Defensive,L.TO
1710,Consumer Defensive,LAIX
1711,Consumer Defensive,LANC
1712,Consumer Defensive,LAUR
1713,Consumer Defensive,LBY
1714,Consumer Defensive,LFVN
1715,Consumer Defensive,LINC
1716,Consumer Defensive,LMNR
1717,Consumer Defensive,LNCE
1718,Consumer Defensive,LNDC
1719,Consumer Defensive,LND
1720,Consumer Defensive,LOPE
1721,Consumer Defensive,LOTB.BR
1722,Consumer Defensive,LOUP.PA
1723,Consumer Defensive,LPE.PA
1724,Consumer Defensive,LRN
1725,Consumer Defensive,LWAY
1726,Consumer Defensive,LW
1727,Consumer Defensive,MALT.PA
1728,Consumer Defensive,MBA.TO
1729,Consumer Defensive,MBWS.PA
1730,Consumer Defensive,MDLZ
1731,Consumer Defensive,METX
1732,Consumer Defensive,MFI.TO
1733,Consumer Defensive,MGPI
1734,Consumer Defensive,MIKO.BR
1735,Consumer Defensive,MKC
1736,Consumer Defensive,MLABO.PA
1737,Consumer Defensive,MLCAC.PA
1738,Consumer Defensive,MLSRP.PA
1739,Consumer Defensive,MLTRC.PA
1740,Consumer Defensive,MNST
1741,Consumer Defensive,MO
1742,Consumer Defensive,MRU.TO
1743,Consumer Defensive,MTEX
1744,Consumer Defensive,NAII
1745,Consumer Defensive,NATR
1746,Consumer Defensive,NAUH
1747,Consumer Defensive,NBEV
1748,Consumer Defensive,NEW
1749,Consumer Defensive,NGVC
