,Cash and Cash Equivalents,Short Term Investments,Cash And Short-Term Investments,Accounts Receivables,Inventory,Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Long-term Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payables,Short-term Debt,Income Tax Payables,Deferred Revenue,Other Current Liabilities,Total Current Liabilities,Long-term Debt,Deferred Revenue Non-Current,Deferred Tax Liabilities Non-Current,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Total Liabilities,Common Stock,Retained Earnings,Accumulated Other Comprehensive Income Loss,Other Shareholders Equity,Total Shareholders Equity,Total Liabilities & Stockholders Equity,Total Investments,Total Debt,Net Debt,Year,QQ-YYYY
45,872750000.0,1192500000.0,2065250000.0,328000000.0,41250000.0,140500000.0,2575000000.0,204250000.0,17250000.0,16250000.0,33500000.0,0.0,77000000.0,75000000.0,312750000.0,215500000.0,2887750000.0,444750000.0,0.0,0.0,0.0,282250000.0,871000000.0,0.0,0.0,,73250000.0,150250000.0,73250000.0,1021250000.0,880250000.0,1001250000.0,-166000000.0,-15000000.0,1866500000.0,2887750000.0,1192500000.0,0.0,-872750000.0,2005,FY-2005
44,872750000.0,1192500000.0,2065250000.0,328000000.0,41250000.0,140500000.0,2575000000.0,204250000.0,17250000.0,16250000.0,33500000.0,0.0,77000000.0,75000000.0,312750000.0,215500000.0,2887750000.0,444750000.0,0.0,0.0,0.0,282250000.0,871000000.0,0.0,0.0,,73250000.0,150250000.0,73250000.0,1021250000.0,880250000.0,1001250000.0,-166000000.0,-15000000.0,1866500000.0,2887750000.0,1192500000.0,0.0,-872750000.0,2005,FY-2005
43,742250000.0,623750000.0,1366000000.0,262500000.0,25250000.0,110000000.0,1763750000.0,176750000.0,20000000.0,10500000.0,30500000.0,0.0,73500000.0,41500000.0,248750000.0,151500000.0,2012500000.0,362750000.0,0.0,0.0,0.0,210750000.0,670000000.0,0.0,0.0,73500000.0,0.0,73500000.0,0.0,743500000.0,628500000.0,667500000.0,-27000000.0,-23250000.0,1269000000.0,2012500000.0,623750000.0,0.0,-742250000.0,2004,FY-2004
42,742250000.0,623750000.0,1366000000.0,262500000.0,25250000.0,110000000.0,1763750000.0,176750000.0,20000000.0,10500000.0,30500000.0,0.0,73500000.0,41500000.0,248750000.0,151500000.0,2012500000.0,362750000.0,0.0,0.0,0.0,210750000.0,670000000.0,0.0,0.0,73500000.0,0.0,73500000.0,0.0,743500000.0,628500000.0,667500000.0,-27000000.0,-23250000.0,1269000000.0,2012500000.0,623750000.0,0.0,-742250000.0,2004,FY-2004
41,742250000.0,623750000.0,1366000000.0,262500000.0,25250000.0,110000000.0,1763750000.0,176750000.0,20000000.0,10500000.0,30500000.0,0.0,73500000.0,41500000.0,248750000.0,151500000.0,2012500000.0,362750000.0,0.0,0.0,0.0,210750000.0,670000000.0,0.0,0.0,73500000.0,0.0,73500000.0,0.0,743500000.0,628500000.0,667500000.0,-27000000.0,-23250000.0,1269000000.0,2012500000.0,623750000.0,0.0,-742250000.0,2004,FY-2004
40,742250000.0,623750000.0,1366000000.0,262500000.0,25250000.0,110000000.0,1763750000.0,176750000.0,20000000.0,10500000.0,30500000.0,0.0,73500000.0,41500000.0,248750000.0,151500000.0,2012500000.0,362750000.0,0.0,0.0,0.0,210750000.0,670000000.0,0.0,0.0,73500000.0,0.0,73500000.0,0.0,743500000.0,628500000.0,667500000.0,-27000000.0,-23250000.0,1269000000.0,2012500000.0,623750000.0,0.0,-742250000.0,2004,FY-2004
39,849000000.0,292500000.0,1141500000.0,191500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,37500000.0,232000000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,2003,FY-2003
38,849000000.0,292500000.0,1141500000.0,191500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,37500000.0,232000000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,2003,FY-2003
37,849000000.0,292500000.0,1141500000.0,191500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,37500000.0,232000000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,2003,FY-2003
36,849000000.0,292500000.0,1141500000.0,191500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,37500000.0,232000000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,2003,FY-2003
35,563000000.0,521250000.0,1084250000.0,141250000.0,11250000.0,110250000.0,1347000000.0,155250000.0,21250000.0,8500000.0,29750000.0,9750000.0,57250000.0,32750000.0,227500000.0,143000000.0,1574500000.0,227750000.0,0.0,0.0,0.0,112250000.0,414500000.0,79000000.0,0.0,0.0,0.0,136250000.0,0.0,550750000.0,456500000.0,581250000.0,-14000000.0,-1750000.0,1023750000.0,1574500000.0,531000000.0,79000000.0,-484000000.0,2002,FY-2002
34,563000000.0,521250000.0,1084250000.0,141250000.0,11250000.0,110250000.0,1347000000.0,155250000.0,21250000.0,8500000.0,29750000.0,9750000.0,57250000.0,32750000.0,227500000.0,143000000.0,1574500000.0,227750000.0,0.0,0.0,0.0,112250000.0,414500000.0,79000000.0,0.0,0.0,0.0,136250000.0,0.0,550750000.0,456500000.0,581250000.0,-14000000.0,-1750000.0,1023750000.0,1574500000.0,531000000.0,79000000.0,-484000000.0,2002,FY-2002
33,563000000.0,521250000.0,1084250000.0,141250000.0,11250000.0,110250000.0,1347000000.0,155250000.0,21250000.0,8500000.0,29750000.0,9750000.0,57250000.0,32750000.0,227500000.0,143000000.0,1574500000.0,227750000.0,0.0,0.0,0.0,112250000.0,414500000.0,79000000.0,0.0,0.0,0.0,136250000.0,0.0,550750000.0,456500000.0,581250000.0,-14000000.0,-1750000.0,1023750000.0,1574500000.0,531000000.0,79000000.0,-484000000.0,2002,FY-2002
32,563000000.0,521250000.0,1084250000.0,141250000.0,11250000.0,110250000.0,1347000000.0,155250000.0,21250000.0,8500000.0,29750000.0,9750000.0,57250000.0,32750000.0,227500000.0,143000000.0,1574500000.0,227750000.0,0.0,0.0,0.0,112250000.0,414500000.0,79000000.0,0.0,0.0,0.0,136250000.0,0.0,550750000.0,456500000.0,581250000.0,-14000000.0,-1750000.0,1023750000.0,1574500000.0,531000000.0,79000000.0,-484000000.0,2002,FY-2002
31,577500000.0,506500000.0,1084000000.0,116500000.0,2750000.0,82500000.0,1285750000.0,141000000.0,16500000.0,2500000.0,19000000.0,32000000.0,66500000.0,27500000.0,219500000.0,110000000.0,1505250000.0,200250000.0,0.0,0.0,0.0,102750000.0,379500000.0,79250000.0,0.0,,0.0,145750000.0,0.0,525250000.0,423250000.0,565000000.0,-8250000.0,-2750000.0,980000000.0,1505250000.0,538500000.0,79250000.0,-498250000.0,2001,FY-2001
30,577500000.0,506500000.0,1084000000.0,116500000.0,2750000.0,82500000.0,1285750000.0,141000000.0,16500000.0,2500000.0,19000000.0,32000000.0,66500000.0,27500000.0,219500000.0,110000000.0,1505250000.0,200250000.0,0.0,0.0,0.0,102750000.0,379500000.0,79250000.0,0.0,,0.0,145750000.0,0.0,525250000.0,423250000.0,565000000.0,-8250000.0,-2750000.0,980000000.0,1505250000.0,538500000.0,79250000.0,-498250000.0,2001,FY-2001
29,577500000.0,506500000.0,1084000000.0,116500000.0,2750000.0,82500000.0,1285750000.0,141000000.0,16500000.0,2500000.0,19000000.0,32000000.0,66500000.0,27500000.0,219500000.0,110000000.0,1505250000.0,200250000.0,0.0,0.0,0.0,102750000.0,379500000.0,79250000.0,0.0,,0.0,145750000.0,0.0,525250000.0,423250000.0,565000000.0,-8250000.0,-2750000.0,980000000.0,1505250000.0,538500000.0,79250000.0,-498250000.0,2001,FY-2001
28,577500000.0,506500000.0,1084000000.0,116500000.0,2750000.0,82500000.0,1285750000.0,141000000.0,16500000.0,2500000.0,19000000.0,32000000.0,66500000.0,27500000.0,219500000.0,110000000.0,1505250000.0,200250000.0,0.0,0.0,0.0,102750000.0,379500000.0,79250000.0,0.0,,0.0,145750000.0,0.0,525250000.0,423250000.0,565000000.0,-8250000.0,-2750000.0,980000000.0,1505250000.0,538500000.0,79250000.0,-498250000.0,2001,FY-2001
27,297750000.0,709000000.0,1006750000.0,238250000.0,8250000.0,63000000.0,1356750000.0,78250000.0,0.0,0.0,0.0,0.0,0.0,69250000.0,344000000.0,63000000.0,1700750000.0,289250000.0,709000000.0,0.0,0.0,85750000.0,483250000.0,75000000.0,0.0,115750000.0,0.0,190750000.0,85750000.0,674000000.0,375500000.0,571250000.0,-96750000.0,0.0,1026750000.0,674000000.0,0.0,75000000.0,-222750000.0,2000,FY-2000
26,297750000.0,709000000.0,1006750000.0,238250000.0,8250000.0,63000000.0,1356750000.0,78250000.0,0.0,0.0,0.0,0.0,0.0,69250000.0,344000000.0,63000000.0,1700750000.0,289250000.0,709000000.0,0.0,0.0,85750000.0,483250000.0,75000000.0,0.0,115750000.0,0.0,190750000.0,85750000.0,674000000.0,375500000.0,571250000.0,-96750000.0,0.0,1026750000.0,674000000.0,0.0,75000000.0,-222750000.0,2000,FY-2000
25,297750000.0,709000000.0,1006750000.0,238250000.0,8250000.0,63000000.0,1356750000.0,78250000.0,0.0,0.0,0.0,0.0,0.0,69250000.0,344000000.0,63000000.0,1700750000.0,289250000.0,709000000.0,0.0,0.0,85750000.0,483250000.0,75000000.0,0.0,115750000.0,0.0,190750000.0,85750000.0,674000000.0,375500000.0,571250000.0,-96750000.0,0.0,1026750000.0,674000000.0,0.0,75000000.0,-222750000.0,2000,FY-2000
24,297750000.0,709000000.0,1006750000.0,238250000.0,8250000.0,63000000.0,1356750000.0,78250000.0,0.0,0.0,0.0,0.0,0.0,69250000.0,344000000.0,63000000.0,1700750000.0,289250000.0,709000000.0,0.0,0.0,85750000.0,483250000.0,75000000.0,0.0,115750000.0,0.0,190750000.0,85750000.0,674000000.0,375500000.0,571250000.0,-96750000.0,0.0,1026750000.0,674000000.0,0.0,75000000.0,-222750000.0,2000,FY-2000
23,331500000.0,475000000.0,806500000.0,170250000.0,5000000.0,89500000.0,1071250000.0,79500000.0,0.0,0.0,0.0,84750000.0,52000000.0,54750000.0,219000000.0,144250000.0,1290250000.0,203000000.0,0.0,0.0,0.0,94500000.0,387250000.0,75000000.0,0.0,0.0,0.0,127000000.0,0.0,514250000.0,337250000.0,374750000.0,26500000.0,0.0,776000000.0,1290250000.0,559750000.0,75000000.0,-256500000.0,1999,FY-1999
22,331500000.0,475000000.0,806500000.0,170250000.0,5000000.0,89500000.0,1071250000.0,79500000.0,0.0,0.0,0.0,84750000.0,52000000.0,54750000.0,219000000.0,144250000.0,1290250000.0,203000000.0,0.0,0.0,0.0,94500000.0,387250000.0,75000000.0,0.0,0.0,0.0,127000000.0,0.0,514250000.0,337250000.0,374750000.0,26500000.0,0.0,776000000.0,1290250000.0,559750000.0,75000000.0,-256500000.0,1999,FY-1999
21,331500000.0,475000000.0,806500000.0,170250000.0,5000000.0,89500000.0,1071250000.0,79500000.0,0.0,0.0,0.0,84750000.0,52000000.0,54750000.0,219000000.0,144250000.0,1290250000.0,203000000.0,0.0,0.0,0.0,94500000.0,387250000.0,75000000.0,0.0,0.0,0.0,127000000.0,0.0,514250000.0,337250000.0,374750000.0,26500000.0,0.0,776000000.0,1290250000.0,559750000.0,75000000.0,-256500000.0,1999,FY-1999
20,331500000.0,475000000.0,806500000.0,170250000.0,5000000.0,89500000.0,1071250000.0,79500000.0,0.0,0.0,0.0,84750000.0,52000000.0,54750000.0,219000000.0,144250000.0,1290250000.0,203000000.0,0.0,0.0,0.0,94500000.0,387250000.0,75000000.0,0.0,0.0,0.0,127000000.0,0.0,514250000.0,337250000.0,374750000.0,26500000.0,0.0,776000000.0,1290250000.0,559750000.0,75000000.0,-256500000.0,1999,FY-1999
19,370250000.0,204750000.0,575000000.0,238750000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,60750000.0,147750000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,1998,FY-1998
18,370250000.0,204750000.0,575000000.0,238750000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,60750000.0,147750000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,1998,FY-1998
17,370250000.0,204750000.0,575000000.0,238750000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,60750000.0,147750000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,1998,FY-1998
16,370250000.0,204750000.0,575000000.0,238750000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,60750000.0,147750000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,1998,FY-1998
15,307500000.0,57250000.0,364750000.0,258750000.0,109250000.0,123250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,80750000.0,202250000.0,204000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,182750000.0,454500000.0,237750000.0,0.0,0.0,0.0,303750000.0,0.0,758250000.0,124500000.0,147250000.0,-18500000.0,-9250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,1997,FY-1997
14,307500000.0,57250000.0,364750000.0,258750000.0,109250000.0,123250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,80750000.0,202250000.0,204000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,182750000.0,454500000.0,237750000.0,0.0,0.0,0.0,303750000.0,0.0,758250000.0,124500000.0,147250000.0,-18500000.0,-9250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,1997,FY-1997
13,307500000.0,57250000.0,364750000.0,258750000.0,109250000.0,123250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,80750000.0,202250000.0,204000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,182750000.0,454500000.0,237750000.0,0.0,0.0,0.0,303750000.0,0.0,758250000.0,124500000.0,147250000.0,-18500000.0,-9250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,1997,FY-1997
12,307500000.0,57250000.0,364750000.0,258750000.0,109250000.0,123250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,80750000.0,202250000.0,204000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,182750000.0,454500000.0,237750000.0,0.0,0.0,0.0,303750000.0,0.0,758250000.0,124500000.0,147250000.0,-18500000.0,-9250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,1997,FY-1997
11,388000000.0,48250000.0,436250000.0,374000000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,62750000.0,212250000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,1996,FY-1996
10,388000000.0,48250000.0,436250000.0,374000000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,62750000.0,212250000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,1996,FY-1996
9,388000000.0,48250000.0,436250000.0,374000000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,62750000.0,212250000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,1996,FY-1996
8,388000000.0,48250000.0,436250000.0,374000000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,62750000.0,212250000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,1996,FY-1996
7,189000000.0,49000000.0,238000000.0,482750000.0,443750000.0,141500000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,74000000.0,251750000.0,215500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,90500000.0,581250000.0,75750000.0,0.0,,0.0,251250000.0,0.0,832500000.0,99500000.0,616000000.0,19500000.0,9750000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,1995,FY-1995
6,189000000.0,49000000.0,238000000.0,482750000.0,443750000.0,141500000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,74000000.0,251750000.0,215500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,90500000.0,581250000.0,75750000.0,0.0,,0.0,251250000.0,0.0,832500000.0,99500000.0,616000000.0,19500000.0,9750000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,1995,FY-1995
5,189000000.0,49000000.0,238000000.0,482750000.0,443750000.0,141500000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,74000000.0,251750000.0,215500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,90500000.0,581250000.0,75750000.0,0.0,,0.0,251250000.0,0.0,832500000.0,99500000.0,616000000.0,19500000.0,9750000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,1995,FY-1995
4,189000000.0,49000000.0,238000000.0,482750000.0,443750000.0,141500000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,74000000.0,251750000.0,215500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,90500000.0,581250000.0,75750000.0,0.0,,0.0,251250000.0,0.0,832500000.0,99500000.0,616000000.0,19500000.0,9750000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,1995,FY-1995
3,300872000.0,13592000.0,314464000.0,395336750.0,272108500.0,63941750.0,1119113000.0,166775000.0,0.0,0.0,0.0,0.0,0.0,39798500.0,206573500.0,63941750.0,1325686500.0,220429250.0,13592000.0,0.0,0.0,99240250.0,486076250.0,76118000.0,0.0,167667000.0,0.0,243785000.0,99240250.0,729861250.0,74482250.0,524051500.0,-196272000.0,0.0,595825250.0,729861250.0,0.0,149168000.0,-151500000.0,1994,FY-1994
2,300872000.0,13592000.0,314464000.0,395336750.0,272108500.0,63941750.0,1119113000.0,166775000.0,0.0,0.0,0.0,0.0,0.0,39798500.0,206573500.0,63941750.0,1325686500.0,220429250.0,13592000.0,0.0,0.0,99240250.0,486076250.0,76118000.0,0.0,167667000.0,0.0,243785000.0,99240250.0,729861250.0,74482250.0,524051500.0,-196272000.0,0.0,595825250.0,729861250.0,0.0,149168000.0,-151500000.0,1994,FY-1994
1,300872000.0,13592000.0,314464000.0,395336750.0,272108500.0,63941750.0,1119113000.0,166775000.0,0.0,0.0,0.0,0.0,0.0,39798500.0,206573500.0,63941750.0,1325686500.0,220429250.0,13592000.0,0.0,0.0,99240250.0,486076250.0,76118000.0,0.0,167667000.0,0.0,243785000.0,99240250.0,729861250.0,74482250.0,524051500.0,-196272000.0,0.0,595825250.0,729861250.0,0.0,149168000.0,-151500000.0,1994,FY-1994
0,300872000.0,13592000.0,314464000.0,395336750.0,272108500.0,63941750.0,1119113000.0,166775000.0,0.0,0.0,0.0,0.0,0.0,39798500.0,206573500.0,63941750.0,1325686500.0,220429250.0,13592000.0,0.0,0.0,99240250.0,486076250.0,76118000.0,0.0,167667000.0,0.0,243785000.0,99240250.0,729861250.0,74482250.0,524051500.0,-196272000.0,0.0,595825250.0,729861250.0,0.0,149168000.0,-151500000.0,1994,FY-1994
