,index,Unnamed: 0,date,symbol,fillingDate,acceptedDate,period,netIncome,depreciationAndAmortization,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,inventory,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,link,finalLink,Year,QQ-YYYY
38,9,0.0,2011-06-30,AAPL,10/26/2011 0:00,10/26/2011 16:35,FY,6480500000.0,453500000.0,717000000.0,292000000.0,-984500000.0,35750000.0,68750000.0,628750000.0,4254500000.0,292000000.0,9382250000.0,-1065000000.0,-61000000.0,-25500000000.0,5109250000.0,-14088000000.0,-10104750000.0,-130000000.0,207750000.0,207750000.0,0.0,2607000000.0,361000000.0,0.0,-361500000.0,2453750000.0,2815250000.0,9382250000.0,-1863000000.0,7519250000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2011,FY-2011
39,9,0.0,2011-03-31,AAPL,10/26/2011 0:00,10/26/2011 16:35,FY,6480500000.0,453500000.0,717000000.0,292000000.0,-984500000.0,35750000.0,68750000.0,628750000.0,4254500000.0,292000000.0,9382250000.0,-1065000000.0,-61000000.0,-25500000000.0,5109250000.0,-14088000000.0,-10104750000.0,-130000000.0,207750000.0,207750000.0,0.0,2607000000.0,361000000.0,0.0,-361500000.0,2453750000.0,2815250000.0,9382250000.0,-1863000000.0,7519250000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,2011,FY-2011
40,10,0.0,2010-12-31,AAPL,10/27/2010 0:00,10/27/2010 16:36,FY,3503250000.0,256750000.0,360000000.0,219750000.0,226750000.0,-535500000.0,-149000000.0,1576750000.0,5239000000.0,225750000.0,4648750000.0,-501250000.0,-159500000.0,-14452750000.0,11679500000.0,-29500000.0,-3463500000.0,-101500000.0,228000000.0,228000000.0,0.0,2901500000.0,314250000.0,0.0,1499500000.0,2815250000.0,1315750000.0,4648750000.0,-530250000.0,4118500000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2010,FY-2010
41,10,0.0,2010-09-30,AAPL,10/27/2010 0:00,10/27/2010 16:36,FY,3503250000.0,256750000.0,360000000.0,219750000.0,226750000.0,-535500000.0,-149000000.0,1576750000.0,5239000000.0,225750000.0,4648750000.0,-501250000.0,-159500000.0,-14452750000.0,11679500000.0,-29500000.0,-3463500000.0,-101500000.0,228000000.0,228000000.0,0.0,2901500000.0,314250000.0,0.0,1499500000.0,2815250000.0,1315750000.0,4648750000.0,-530250000.0,4118500000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2010,FY-2010
42,10,0.0,2010-06-30,AAPL,10/27/2010 0:00,10/27/2010 16:36,FY,3503250000.0,256750000.0,360000000.0,219750000.0,226750000.0,-535500000.0,-149000000.0,1576750000.0,5239000000.0,225750000.0,4648750000.0,-501250000.0,-159500000.0,-14452750000.0,11679500000.0,-29500000.0,-3463500000.0,-101500000.0,228000000.0,228000000.0,0.0,2901500000.0,314250000.0,0.0,1499500000.0,2815250000.0,1315750000.0,4648750000.0,-530250000.0,4118500000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2010,FY-2010
43,10,0.0,2010-03-31,AAPL,10/27/2010 0:00,10/27/2010 16:36,FY,3503250000.0,256750000.0,360000000.0,219750000.0,226750000.0,-535500000.0,-149000000.0,1576750000.0,5239000000.0,225750000.0,4648750000.0,-501250000.0,-159500000.0,-14452750000.0,11679500000.0,-29500000.0,-3463500000.0,-101500000.0,228000000.0,228000000.0,0.0,2901500000.0,314250000.0,0.0,1499500000.0,2815250000.0,1315750000.0,4648750000.0,-530250000.0,4118500000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,2010,FY-2010
44,11,0.0,2009-12-31,AAPL,10/27/2009 0:00,10/27/2009 16:18,FY,2058750000.0,183500000.0,260000000.0,177500000.0,-137250000.0,-234750000.0,13500000.0,23000000.0,5012250000.0,184000000.0,2539750000.0,-286000000.0,0.0,-11681000000.0,0.0,0.0,-4358500000.0,749250000.0,118750000.0,118750000.0,0.0,0.0,165750000.0,0.0,-1653000000.0,1315750000.0,2968750000.0,2539750000.0,-303250000.0,2236500000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,2009,FY-2009
45,11,0.0,2009-09-30,AAPL,10/27/2009 0:00,10/27/2009 16:18,FY,2058750000.0,183500000.0,260000000.0,177500000.0,-137250000.0,-234750000.0,13500000.0,23000000.0,5012250000.0,184000000.0,2539750000.0,-286000000.0,0.0,-11681000000.0,0.0,0.0,-4358500000.0,749250000.0,118750000.0,118750000.0,0.0,0.0,165750000.0,0.0,-1653000000.0,1315750000.0,2968750000.0,2539750000.0,-303250000.0,2236500000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,2009,FY-2009
46,11,0.0,2009-06-30,AAPL,10/27/2009 0:00,10/27/2009 16:18,FY,2058750000.0,183500000.0,260000000.0,177500000.0,-137250000.0,-234750000.0,13500000.0,23000000.0,5012250000.0,184000000.0,2539750000.0,-286000000.0,0.0,-11681000000.0,0.0,0.0,-4358500000.0,749250000.0,118750000.0,118750000.0,0.0,0.0,165750000.0,0.0,-1653000000.0,1315750000.0,2968750000.0,2539750000.0,-303250000.0,2236500000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,2009,FY-2009
47,11,0.0,2009-03-31,AAPL,10/27/2009 0:00,10/27/2009 16:18,FY,2058750000.0,183500000.0,260000000.0,177500000.0,-137250000.0,-234750000.0,13500000.0,23000000.0,5012250000.0,184000000.0,2539750000.0,-286000000.0,0.0,-11681000000.0,0.0,0.0,-4358500000.0,749250000.0,118750000.0,118750000.0,0.0,0.0,165750000.0,0.0,-1653000000.0,1315750000.0,2968750000.0,2539750000.0,-303250000.0,2236500000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,2009,FY-2009
48,12,0.0,2008-12-31,AAPL,11/5/2008 0:00,11/5/2008 6:16,FY,1208500000.0,118250000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,-40750000.0,149000000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2008,FY-2008
49,12,0.0,2008-09-30,AAPL,11/5/2008 0:00,11/5/2008 6:16,FY,1208500000.0,118250000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,-40750000.0,149000000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2008,FY-2008
50,12,0.0,2008-06-30,AAPL,11/5/2008 0:00,11/5/2008 6:16,FY,1208500000.0,118250000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,-40750000.0,149000000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2008,FY-2008
51,12,0.0,2008-03-31,AAPL,11/5/2008 0:00,11/5/2008 6:16,FY,1208500000.0,118250000.0,-92000000.0,129000000.0,1985250000.0,-196250000.0,-40750000.0,149000000.0,5149500000.0,134500000.0,2399000000.0,-272750000.0,-55000000.0,-5741250000.0,0.0,0.0,-2047250000.0,316750000.0,120750000.0,120750000.0,0.0,0.0,279000000.0,0.0,630750000.0,2968750000.0,2338000000.0,2399000000.0,-299750000.0,2099250000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,2008,FY-2008
52,13,0.0,2007-12-31,AAPL,11/15/2007 0:00,11/15/2007 16:49,FY,874000000.0,79250000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,-19000000.0,373500000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2007,FY-2007
53,13,0.0,2007-09-30,AAPL,11/15/2007 0:00,11/15/2007 16:49,FY,874000000.0,79250000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,-19000000.0,373500000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2007,FY-2007
54,13,0.0,2007-06-30,AAPL,11/15/2007 0:00,11/15/2007 16:49,FY,874000000.0,79250000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,-19000000.0,373500000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2007,FY-2007
55,13,0.0,2007-03-31,AAPL,11/15/2007 0:00,11/15/2007 16:49,FY,874000000.0,79250000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,-19000000.0,373500000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2007,FY-2007
56,14,0.0,2006-12-31,AAPL,12/29/2006,12/29/2006 6:05,FY,497250000.0,56250000.0,13250000.0,40750000.0,-55250000.0,-89250000.0,-26250000.0,402750000.0,-260000000.0,-1000000.0,555000000.0,0.0,0.0,-1820000000.0,2078000000.0,-14500000.0,0.0,0.0,79500000.0,-88750000.0,0.0,90250000.0,0.0,0.0,0.0,1598000000.0,872750000.0,555000000.0,-164250000.0,390750000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,2006,FY-2006
57,14,0.0,2006-09-30,AAPL,12/29/2006,12/29/2006 6:05,FY,497250000.0,56250000.0,13250000.0,40750000.0,-55250000.0,-89250000.0,-26250000.0,402750000.0,-260000000.0,-1000000.0,555000000.0,0.0,0.0,-1820000000.0,2078000000.0,-14500000.0,0.0,0.0,79500000.0,-88750000.0,0.0,90250000.0,0.0,0.0,0.0,1598000000.0,872750000.0,555000000.0,-164250000.0,390750000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,2006,FY-2006
58,14,0.0,2006-06-30,AAPL,12/29/2006,12/29/2006 6:05,FY,497250000.0,56250000.0,13250000.0,40750000.0,-55250000.0,-89250000.0,-26250000.0,402750000.0,-260000000.0,-1000000.0,555000000.0,0.0,0.0,-1820000000.0,2078000000.0,-14500000.0,0.0,0.0,79500000.0,-88750000.0,0.0,90250000.0,0.0,0.0,0.0,1598000000.0,872750000.0,555000000.0,-164250000.0,390750000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,2006,FY-2006
59,14,0.0,2006-03-31,AAPL,12/29/2006,12/29/2006 6:05,FY,497250000.0,56250000.0,13250000.0,40750000.0,-55250000.0,-89250000.0,-26250000.0,402750000.0,-260000000.0,-1000000.0,555000000.0,0.0,0.0,-1820000000.0,2078000000.0,-14500000.0,0.0,0.0,79500000.0,-88750000.0,0.0,90250000.0,0.0,0.0,0.0,1598000000.0,872750000.0,555000000.0,-164250000.0,390750000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,2006,FY-2006
60,15,0.0,2005-12-31,AAPL,12/1/2005,11/30/2005 21:22,FY,333750000.0,44750000.0,13000000.0,10500000.0,610250000.0,-30250000.0,-16000000.0,82000000.0,1704000000.0,126000000.0,633750000.0,-65000000.0,0.0,-2867500000.0,0.0,0.0,-639000000.0,4250000.0,135750000.0,135750000.0,0.0,0.0,135750000.0,0.0,130500000.0,872750000.0,742250000.0,633750000.0,-65000000.0,568750000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,2005,FY-2005
61,15,0.0,2005-09-30,AAPL,12/1/2005,11/30/2005 21:22,FY,333750000.0,44750000.0,13000000.0,10500000.0,610250000.0,-30250000.0,-16000000.0,82000000.0,1704000000.0,126000000.0,633750000.0,-65000000.0,0.0,-2867500000.0,0.0,0.0,-639000000.0,4250000.0,135750000.0,135750000.0,0.0,0.0,135750000.0,0.0,130500000.0,872750000.0,742250000.0,633750000.0,-65000000.0,568750000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,2005,FY-2005
62,15,0.0,2005-06-30,AAPL,12/1/2005,11/30/2005 21:22,FY,333750000.0,44750000.0,13000000.0,10500000.0,610250000.0,-30250000.0,-16000000.0,82000000.0,1704000000.0,126000000.0,633750000.0,-65000000.0,0.0,-2867500000.0,0.0,0.0,-639000000.0,4250000.0,135750000.0,135750000.0,0.0,0.0,135750000.0,0.0,130500000.0,872750000.0,742250000.0,633750000.0,-65000000.0,568750000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,2005,FY-2005
63,15,0.0,2005-03-31,AAPL,12/1/2005,11/30/2005 21:22,FY,333750000.0,44750000.0,13000000.0,10500000.0,610250000.0,-30250000.0,-16000000.0,82000000.0,1704000000.0,126000000.0,633750000.0,-65000000.0,0.0,-2867500000.0,0.0,0.0,-639000000.0,4250000.0,135750000.0,135750000.0,0.0,0.0,135750000.0,0.0,130500000.0,872750000.0,742250000.0,633750000.0,-65000000.0,568750000.0,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,2005,FY-2005
64,16,0.0,2004-12-31,AAPL,12/3/2004,12/2/2004 18:05,FY,69000000.0,37500000.0,5000000.0,8250000.0,211250000.0,-2000000.0,-11250000.0,74250000.0,1093750000.0,10000000.0,233500000.0,-44000000.0,0.0,-817500000.0,0.0,0.0,-372000000.0,-75000000.0,106750000.0,106750000.0,0.0,0.0,31750000.0,0.0,-106750000.0,742250000.0,849000000.0,233500000.0,-44000000.0,189500000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,2004,FY-2004
65,16,0.0,2004-09-30,AAPL,12/3/2004,12/2/2004 18:05,FY,69000000.0,37500000.0,5000000.0,8250000.0,211250000.0,-2000000.0,-11250000.0,74250000.0,1093750000.0,10000000.0,233500000.0,-44000000.0,0.0,-817500000.0,0.0,0.0,-372000000.0,-75000000.0,106750000.0,106750000.0,0.0,0.0,31750000.0,0.0,-106750000.0,742250000.0,849000000.0,233500000.0,-44000000.0,189500000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,2004,FY-2004
66,16,0.0,2004-06-30,AAPL,12/3/2004,12/2/2004 18:05,FY,69000000.0,37500000.0,5000000.0,8250000.0,211250000.0,-2000000.0,-11250000.0,74250000.0,1093750000.0,10000000.0,233500000.0,-44000000.0,0.0,-817500000.0,0.0,0.0,-372000000.0,-75000000.0,106750000.0,106750000.0,0.0,0.0,31750000.0,0.0,-106750000.0,742250000.0,849000000.0,233500000.0,-44000000.0,189500000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,2004,FY-2004
67,16,0.0,2004-03-31,AAPL,12/3/2004,12/2/2004 18:05,FY,69000000.0,37500000.0,5000000.0,8250000.0,211250000.0,-2000000.0,-11250000.0,74250000.0,1093750000.0,10000000.0,233500000.0,-44000000.0,0.0,-817500000.0,0.0,0.0,-372000000.0,-75000000.0,106750000.0,106750000.0,0.0,0.0,31750000.0,0.0,-106750000.0,742250000.0,849000000.0,233500000.0,-44000000.0,189500000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,2004,FY-2004
68,17,0.0,2003-12-31,AAPL,12/19/2003,12/19/2003 17:25,FY,17250000.0,28250000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,-2750000.0,60750000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,2003,FY-2003
69,17,0.0,2003-09-30,AAPL,12/19/2003,12/19/2003 17:25,FY,17250000.0,28250000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,-2750000.0,60750000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,2003,FY-2003
70,17,0.0,2003-06-30,AAPL,12/19/2003,12/19/2003 17:25,FY,17250000.0,28250000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,-2750000.0,60750000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,2003,FY-2003
71,17,0.0,2003-03-31,AAPL,12/19/2003,12/19/2003 17:25,FY,17250000.0,28250000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,-2750000.0,60750000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,2003,FY-2003
72,18,0.0,2002-12-31,AAPL,12/19/2002 0:00,12/19/2002 17:20,FY,16250000.0,28500000.0,-8500000.0,0.0,26250000.0,-24750000.0,-8500000.0,27500000.0,932500000.0,12000000.0,22500000.0,-43500000.0,0.0,-1036000000.0,0.0,0.0,-63000000.0,2750000.0,26250000.0,26250000.0,0.0,0.0,26250000.0,0.0,-14500000.0,563000000.0,577500000.0,22500000.0,-43500000.0,-21000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,2002,FY-2002
73,18,0.0,2002-09-30,AAPL,12/19/2002 0:00,12/19/2002 17:20,FY,16250000.0,28500000.0,-8500000.0,0.0,26250000.0,-24750000.0,-8500000.0,27500000.0,932500000.0,12000000.0,22500000.0,-43500000.0,0.0,-1036000000.0,0.0,0.0,-63000000.0,2750000.0,26250000.0,26250000.0,0.0,0.0,26250000.0,0.0,-14500000.0,563000000.0,577500000.0,22500000.0,-43500000.0,-21000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,2002,FY-2002
74,18,0.0,2002-06-30,AAPL,12/19/2002 0:00,12/19/2002 17:20,FY,16250000.0,28500000.0,-8500000.0,0.0,26250000.0,-24750000.0,-8500000.0,27500000.0,932500000.0,12000000.0,22500000.0,-43500000.0,0.0,-1036000000.0,0.0,0.0,-63000000.0,2750000.0,26250000.0,26250000.0,0.0,0.0,26250000.0,0.0,-14500000.0,563000000.0,577500000.0,22500000.0,-43500000.0,-21000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,2002,FY-2002
75,18,0.0,2002-03-31,AAPL,12/19/2002 0:00,12/19/2002 17:20,FY,16250000.0,28500000.0,-8500000.0,0.0,26250000.0,-24750000.0,-8500000.0,27500000.0,932500000.0,12000000.0,22500000.0,-43500000.0,0.0,-1036000000.0,0.0,0.0,-63000000.0,2750000.0,26250000.0,26250000.0,0.0,0.0,26250000.0,0.0,-14500000.0,563000000.0,577500000.0,22500000.0,-43500000.0,-21000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,2002,FY-2002
76,19,0.0,2001-12-31,AAPL,12/21/2001,12/21/2001 0:00,FY,-6250000.0,25000000.0,-9000000.0,0.0,32750000.0,121750000.0,5500000.0,-89000000.0,906250000.0,-16250000.0,46250000.0,-58000000.0,0.0,-1067000000.0,0.0,0.0,223000000.0,10500000.0,10500000.0,10500000.0,0.0,0.0,10500000.0,0.0,279750000.0,577500000.0,297750000.0,46250000.0,-58000000.0,-11750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,2001,FY-2001
77,19,0.0,2001-09-30,AAPL,12/21/2001,12/21/2001 0:00,FY,-6250000.0,25000000.0,-9000000.0,0.0,32750000.0,121750000.0,5500000.0,-89000000.0,906250000.0,-16250000.0,46250000.0,-58000000.0,0.0,-1067000000.0,0.0,0.0,223000000.0,10500000.0,10500000.0,10500000.0,0.0,0.0,10500000.0,0.0,279750000.0,577500000.0,297750000.0,46250000.0,-58000000.0,-11750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,2001,FY-2001
78,19,0.0,2001-06-30,AAPL,12/21/2001,12/21/2001 0:00,FY,-6250000.0,25000000.0,-9000000.0,0.0,32750000.0,121750000.0,5500000.0,-89000000.0,906250000.0,-16250000.0,46250000.0,-58000000.0,0.0,-1067000000.0,0.0,0.0,223000000.0,10500000.0,10500000.0,10500000.0,0.0,0.0,10500000.0,0.0,279750000.0,577500000.0,297750000.0,46250000.0,-58000000.0,-11750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,2001,FY-2001
79,19,0.0,2001-03-31,AAPL,12/21/2001,12/21/2001 0:00,FY,-6250000.0,25000000.0,-9000000.0,0.0,32750000.0,121750000.0,5500000.0,-89000000.0,906250000.0,-16250000.0,46250000.0,-58000000.0,0.0,-1067000000.0,0.0,0.0,223000000.0,10500000.0,10500000.0,10500000.0,0.0,0.0,10500000.0,0.0,279750000.0,577500000.0,297750000.0,46250000.0,-58000000.0,-11750000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,2001,FY-2001
