,Period,Net Revenue (Sales),Cost of Revenue (Sales),Gross Profit Margin,Gross Profit Margin Ratio,Research and Development (R&D),"Selling, General, and Administrative (SG&A)",Selling & Marketing Expenses (S&M),Total Operating Expenses,Cost & Expenses,"Interest Expense/Income, Net",Depreciation & Amortization (D&A),EBITDA,EBITDA Margin,Operating Income,Operating Margin,Pretax Income (Earnings),Pretax Income (Earnings) Margin,Provision For Income Taxes,Net Income (Earnings),Profit Margin,Earnings Per Share (EPS),Earnings Per Share (EPS) Diluted,Shares Outstanding,Shares Outstanding (Diluted),sec_filing_link,sec_statement_link,Cash and Cash Equivalents,Short Term Investments,Cash And Short-Term Investments,Inventory,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Long-term Investments,Tax Assets,Total Assets,Accounts Payables,Short-term Debt,Income Tax Payables,Deferred Revenue,Total Current Liabilities,Long-term Debt,Deferred Revenue Non-Current,Deferred Tax Liabilities Non-Current,Total Non-Current Liabilities,Total Liabilities,Common Stock,Retained Earnings,Total Shareholders Equity,Total Liabilities & Stockholders Equity,Total Investments,Total Debt,Net Debt,Deferred Income Tax,Stock-Based Compensation (SBC),Change in Working Capital,Accounts Receivables,Net Cash Provided by Operating Activities,Investments in PP&E,Acquisitions (Net),Purchase of Investments,Sales/Maturities of Investments,Net Cash used for Investing Activities,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Net Cash Used Provided by Financing Activities,Effect of Exchange Rate Changes on Cash,Net Change in Cash,Cash at End of Period,Cash at Beginning of Period,Operating Cash Flow,Capital Expenditure (capex),Free Cash Flow,QQ-YYYY
1025,FY,2069750000.0,1505000000.0,564750000.0,0.06821475,122250000.0,355250000.0,0.0,483250000.0,1988250000.0,16500000.0,37500000.0,149750000.0,0.018088,81500000.0,0.009844249999999999,95750000.0,0.0115655,26750000.0,69000000.0,0.00833425,0.0031825,0.0031825,5422000000.0,5422000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,742250000.0,623750000.0,1366000000.0,25250000.0,1763750000.0,176750000.0,20000000.0,10500000.0,30500000.0,0.0,73500000.0,2012500000.0,362750000.0,0.0,0.0,0.0,670000000.0,0.0,0.0,73500000.0,73500000.0,743500000.0,628500000.0,667500000.0,1269000000.0,2012500000.0,623750000.0,0.0,-742250000.0,5000000.0,8250000.0,211250000.0,-2000000.0,233500000.0,-44000000.0,0.0,-817500000.0,0.0,-372000000.0,-75000000.0,106750000.0,106750000.0,0.0,31750000.0,0.0,-106750000.0,742250000.0,849000000.0,233500000.0,-44000000.0,189500000.0,FY-2004
1026,FY,2069750000.0,1505000000.0,564750000.0,0.06821475,122250000.0,355250000.0,0.0,483250000.0,1988250000.0,16500000.0,37500000.0,149750000.0,0.018088,81500000.0,0.009844249999999999,95750000.0,0.0115655,26750000.0,69000000.0,0.00833425,0.0031825,0.0031825,5422000000.0,5422000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,742250000.0,623750000.0,1366000000.0,25250000.0,1763750000.0,176750000.0,20000000.0,10500000.0,30500000.0,0.0,73500000.0,2012500000.0,362750000.0,0.0,0.0,0.0,670000000.0,0.0,0.0,73500000.0,73500000.0,743500000.0,628500000.0,667500000.0,1269000000.0,2012500000.0,623750000.0,0.0,-742250000.0,5000000.0,8250000.0,211250000.0,-2000000.0,233500000.0,-44000000.0,0.0,-817500000.0,0.0,-372000000.0,-75000000.0,106750000.0,106750000.0,0.0,31750000.0,0.0,-106750000.0,742250000.0,849000000.0,233500000.0,-44000000.0,189500000.0,FY-2004
1027,FY,2069750000.0,1505000000.0,564750000.0,0.06821475,122250000.0,355250000.0,0.0,483250000.0,1988250000.0,16500000.0,37500000.0,149750000.0,0.018088,81500000.0,0.009844249999999999,95750000.0,0.0115655,26750000.0,69000000.0,0.00833425,0.0031825,0.0031825,5422000000.0,5422000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,742250000.0,623750000.0,1366000000.0,25250000.0,1763750000.0,176750000.0,20000000.0,10500000.0,30500000.0,0.0,73500000.0,2012500000.0,362750000.0,0.0,0.0,0.0,670000000.0,0.0,0.0,73500000.0,73500000.0,743500000.0,628500000.0,667500000.0,1269000000.0,2012500000.0,623750000.0,0.0,-742250000.0,5000000.0,8250000.0,211250000.0,-2000000.0,233500000.0,-44000000.0,0.0,-817500000.0,0.0,-372000000.0,-75000000.0,106750000.0,106750000.0,0.0,31750000.0,0.0,-106750000.0,742250000.0,849000000.0,233500000.0,-44000000.0,189500000.0,FY-2004
1088,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,1703750000.0,288500000.0,0.0,0.0,0.0,589250000.0,0.0,0.0,58750000.0,58750000.0,648000000.0,481500000.0,598500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003
1089,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,1703750000.0,288500000.0,0.0,0.0,0.0,589250000.0,0.0,0.0,58750000.0,58750000.0,648000000.0,481500000.0,598500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003
1090,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,1703750000.0,288500000.0,0.0,0.0,0.0,589250000.0,0.0,0.0,58750000.0,58750000.0,648000000.0,481500000.0,598500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003
1091,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,1703750000.0,288500000.0,0.0,0.0,0.0,589250000.0,0.0,0.0,58750000.0,58750000.0,648000000.0,481500000.0,598500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003
1152,FY,1435500000.0,1034750000.0,400750000.0,0.06979275,111500000.0,277250000.0,0.0,396500000.0,1431250000.0,16250000.0,28500000.0,66500000.0,0.01158125,4250000.0,0.00074025,21750000.0,0.003788,5500000.0,16250000.0,0.00283,0.0008025,0.0008025,5065000000.0,5065000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,563000000.0,521250000.0,1084250000.0,11250000.0,1347000000.0,155250000.0,21250000.0,8500000.0,29750000.0,9750000.0,57250000.0,1574500000.0,227750000.0,0.0,0.0,0.0,414500000.0,79000000.0,0.0,0.0,136250000.0,550750000.0,456500000.0,581250000.0,1023750000.0,1574500000.0,531000000.0,79000000.0,-484000000.0,-8500000.0,0.0,26250000.0,-24750000.0,22500000.0,-43500000.0,0.0,-1036000000.0,0.0,-63000000.0,2750000.0,26250000.0,26250000.0,0.0,26250000.0,0.0,-14500000.0,563000000.0,577500000.0,22500000.0,-43500000.0,-21000000.0,FY-2002
1153,FY,1435500000.0,1034750000.0,400750000.0,0.06979275,111500000.0,277250000.0,0.0,396500000.0,1431250000.0,16250000.0,28500000.0,66500000.0,0.01158125,4250000.0,0.00074025,21750000.0,0.003788,5500000.0,16250000.0,0.00283,0.0008025,0.0008025,5065000000.0,5065000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,563000000.0,521250000.0,1084250000.0,11250000.0,1347000000.0,155250000.0,21250000.0,8500000.0,29750000.0,9750000.0,57250000.0,1574500000.0,227750000.0,0.0,0.0,0.0,414500000.0,79000000.0,0.0,0.0,136250000.0,550750000.0,456500000.0,581250000.0,1023750000.0,1574500000.0,531000000.0,79000000.0,-484000000.0,-8500000.0,0.0,26250000.0,-24750000.0,22500000.0,-43500000.0,0.0,-1036000000.0,0.0,-63000000.0,2750000.0,26250000.0,26250000.0,0.0,26250000.0,0.0,-14500000.0,563000000.0,577500000.0,22500000.0,-43500000.0,-21000000.0,FY-2002
1154,FY,1435500000.0,1034750000.0,400750000.0,0.06979275,111500000.0,277250000.0,0.0,396500000.0,1431250000.0,16250000.0,28500000.0,66500000.0,0.01158125,4250000.0,0.00074025,21750000.0,0.003788,5500000.0,16250000.0,0.00283,0.0008025,0.0008025,5065000000.0,5065000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,563000000.0,521250000.0,1084250000.0,11250000.0,1347000000.0,155250000.0,21250000.0,8500000.0,29750000.0,9750000.0,57250000.0,1574500000.0,227750000.0,0.0,0.0,0.0,414500000.0,79000000.0,0.0,0.0,136250000.0,550750000.0,456500000.0,581250000.0,1023750000.0,1574500000.0,531000000.0,79000000.0,-484000000.0,-8500000.0,0.0,26250000.0,-24750000.0,22500000.0,-43500000.0,0.0,-1036000000.0,0.0,-63000000.0,2750000.0,26250000.0,26250000.0,0.0,26250000.0,0.0,-14500000.0,563000000.0,577500000.0,22500000.0,-43500000.0,-21000000.0,FY-2002
1155,FY,1435500000.0,1034750000.0,400750000.0,0.06979275,111500000.0,277250000.0,0.0,396500000.0,1431250000.0,16250000.0,28500000.0,66500000.0,0.01158125,4250000.0,0.00074025,21750000.0,0.003788,5500000.0,16250000.0,0.00283,0.0008025,0.0008025,5065000000.0,5065000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,563000000.0,521250000.0,1084250000.0,11250000.0,1347000000.0,155250000.0,21250000.0,8500000.0,29750000.0,9750000.0,57250000.0,1574500000.0,227750000.0,0.0,0.0,0.0,414500000.0,79000000.0,0.0,0.0,136250000.0,550750000.0,456500000.0,581250000.0,1023750000.0,1574500000.0,531000000.0,79000000.0,-484000000.0,-8500000.0,0.0,26250000.0,-24750000.0,22500000.0,-43500000.0,0.0,-1036000000.0,0.0,-63000000.0,2750000.0,26250000.0,26250000.0,0.0,26250000.0,0.0,-14500000.0,563000000.0,577500000.0,22500000.0,-43500000.0,-21000000.0,FY-2002
1216,FY,1340750000.0,1032000000.0,308750000.0,0.057570500000000004,107500000.0,284500000.0,0.0,394750000.0,1426750000.0,69250000.0,25000000.0,84250000.0,0.0157095,-86000000.0,-0.016035749999999998,-13000000.0,-0.002424,-3750000.0,-6250000.0,-0.0011654999999999999,-0.00032250000000000003,-0.00032250000000000003,4839000000.0,4839000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,577500000.0,506500000.0,1084000000.0,2750000.0,1285750000.0,141000000.0,16500000.0,2500000.0,19000000.0,32000000.0,66500000.0,1505250000.0,200250000.0,0.0,0.0,0.0,379500000.0,79250000.0,0.0,0.0,145750000.0,525250000.0,423250000.0,565000000.0,980000000.0,1505250000.0,538500000.0,79250000.0,-498250000.0,-9000000.0,0.0,32750000.0,121750000.0,46250000.0,-58000000.0,0.0,-1067000000.0,0.0,223000000.0,10500000.0,10500000.0,10500000.0,0.0,10500000.0,0.0,279750000.0,577500000.0,297750000.0,46250000.0,-58000000.0,-11750000.0,FY-2001
1217,FY,1340750000.0,1032000000.0,308750000.0,0.057570500000000004,107500000.0,284500000.0,0.0,394750000.0,1426750000.0,69250000.0,25000000.0,84250000.0,0.0157095,-86000000.0,-0.016035749999999998,-13000000.0,-0.002424,-3750000.0,-6250000.0,-0.0011654999999999999,-0.00032250000000000003,-0.00032250000000000003,4839000000.0,4839000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,577500000.0,506500000.0,1084000000.0,2750000.0,1285750000.0,141000000.0,16500000.0,2500000.0,19000000.0,32000000.0,66500000.0,1505250000.0,200250000.0,0.0,0.0,0.0,379500000.0,79250000.0,0.0,0.0,145750000.0,525250000.0,423250000.0,565000000.0,980000000.0,1505250000.0,538500000.0,79250000.0,-498250000.0,-9000000.0,0.0,32750000.0,121750000.0,46250000.0,-58000000.0,0.0,-1067000000.0,0.0,223000000.0,10500000.0,10500000.0,10500000.0,0.0,10500000.0,0.0,279750000.0,577500000.0,297750000.0,46250000.0,-58000000.0,-11750000.0,FY-2001
1218,FY,1340750000.0,1032000000.0,308750000.0,0.057570500000000004,107500000.0,284500000.0,0.0,394750000.0,1426750000.0,69250000.0,25000000.0,84250000.0,0.0157095,-86000000.0,-0.016035749999999998,-13000000.0,-0.002424,-3750000.0,-6250000.0,-0.0011654999999999999,-0.00032250000000000003,-0.00032250000000000003,4839000000.0,4839000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,577500000.0,506500000.0,1084000000.0,2750000.0,1285750000.0,141000000.0,16500000.0,2500000.0,19000000.0,32000000.0,66500000.0,1505250000.0,200250000.0,0.0,0.0,0.0,379500000.0,79250000.0,0.0,0.0,145750000.0,525250000.0,423250000.0,565000000.0,980000000.0,1505250000.0,538500000.0,79250000.0,-498250000.0,-9000000.0,0.0,32750000.0,121750000.0,46250000.0,-58000000.0,0.0,-1067000000.0,0.0,223000000.0,10500000.0,10500000.0,10500000.0,0.0,10500000.0,0.0,279750000.0,577500000.0,297750000.0,46250000.0,-58000000.0,-11750000.0,FY-2001
1219,FY,1340750000.0,1032000000.0,308750000.0,0.057570500000000004,107500000.0,284500000.0,0.0,394750000.0,1426750000.0,69250000.0,25000000.0,84250000.0,0.0157095,-86000000.0,-0.016035749999999998,-13000000.0,-0.002424,-3750000.0,-6250000.0,-0.0011654999999999999,-0.00032250000000000003,-0.00032250000000000003,4839000000.0,4839000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,577500000.0,506500000.0,1084000000.0,2750000.0,1285750000.0,141000000.0,16500000.0,2500000.0,19000000.0,32000000.0,66500000.0,1505250000.0,200250000.0,0.0,0.0,0.0,379500000.0,79250000.0,0.0,0.0,145750000.0,525250000.0,423250000.0,565000000.0,980000000.0,1505250000.0,538500000.0,79250000.0,-498250000.0,-9000000.0,0.0,32750000.0,121750000.0,46250000.0,-58000000.0,0.0,-1067000000.0,0.0,223000000.0,10500000.0,10500000.0,10500000.0,0.0,10500000.0,0.0,279750000.0,577500000.0,297750000.0,46250000.0,-58000000.0,-11750000.0,FY-2001
1280,FY,1995750000.0,1454250000.0,541500000.0,0.06783164223975949,95000000.0,291500000.0,0.0,386500000.0,1840750000.0,5250000.0,0.0,230000000.0,0.0288112238506827,155000000.0,0.034197670048853816,273000000.0,0.034197670048853816,76500000.0,196500000.0,0.024614806463735442,0.010803499999999999,0.009732250000000001,4543952000.0,5044536000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,297750000.0,709000000.0,1006750000.0,8250000.0,1356750000.0,78250000.0,0.0,0.0,0.0,0.0,0.0,1700750000.0,289250000.0,709000000.0,0.0,0.0,483250000.0,75000000.0,0.0,115750000.0,190750000.0,674000000.0,375500000.0,571250000.0,1026750000.0,674000000.0,0.0,75000000.0,-222750000.0,40750000.0,0.0,39250000.0,-68000000.0,206500000.0,0.0,0.0,-1124750000.0,832750000.0,0.0,0.0,21250000.0,-29000000.0,0.0,0.0,0.0,0.0,297750000.0,331500000.0,206500000.0,-26750000.0,179750000.0,FY-2000
1281,FY,1995750000.0,1454250000.0,541500000.0,0.06783164223975949,95000000.0,291500000.0,0.0,386500000.0,1840750000.0,5250000.0,0.0,230000000.0,0.0288112238506827,155000000.0,0.034197670048853816,273000000.0,0.034197670048853816,76500000.0,196500000.0,0.024614806463735442,0.010803499999999999,0.009732250000000001,4543952000.0,5044536000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,297750000.0,709000000.0,1006750000.0,8250000.0,1356750000.0,78250000.0,0.0,0.0,0.0,0.0,0.0,1700750000.0,289250000.0,709000000.0,0.0,0.0,483250000.0,75000000.0,0.0,115750000.0,190750000.0,674000000.0,375500000.0,571250000.0,1026750000.0,674000000.0,0.0,75000000.0,-222750000.0,40750000.0,0.0,39250000.0,-68000000.0,206500000.0,0.0,0.0,-1124750000.0,832750000.0,0.0,0.0,21250000.0,-29000000.0,0.0,0.0,0.0,0.0,297750000.0,331500000.0,206500000.0,-26750000.0,179750000.0,FY-2000
1282,FY,1995750000.0,1454250000.0,541500000.0,0.06783164223975949,95000000.0,291500000.0,0.0,386500000.0,1840750000.0,5250000.0,0.0,230000000.0,0.0288112238506827,155000000.0,0.034197670048853816,273000000.0,0.034197670048853816,76500000.0,196500000.0,0.024614806463735442,0.010803499999999999,0.009732250000000001,4543952000.0,5044536000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,297750000.0,709000000.0,1006750000.0,8250000.0,1356750000.0,78250000.0,0.0,0.0,0.0,0.0,0.0,1700750000.0,289250000.0,709000000.0,0.0,0.0,483250000.0,75000000.0,0.0,115750000.0,190750000.0,674000000.0,375500000.0,571250000.0,1026750000.0,674000000.0,0.0,75000000.0,-222750000.0,40750000.0,0.0,39250000.0,-68000000.0,206500000.0,0.0,0.0,-1124750000.0,832750000.0,0.0,0.0,21250000.0,-29000000.0,0.0,0.0,0.0,0.0,297750000.0,331500000.0,206500000.0,-26750000.0,179750000.0,FY-2000
1283,FY,1995750000.0,1454250000.0,541500000.0,0.06783164223975949,95000000.0,291500000.0,0.0,386500000.0,1840750000.0,5250000.0,0.0,230000000.0,0.0288112238506827,155000000.0,0.034197670048853816,273000000.0,0.034197670048853816,76500000.0,196500000.0,0.024614806463735442,0.010803499999999999,0.009732250000000001,4543952000.0,5044536000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,297750000.0,709000000.0,1006750000.0,8250000.0,1356750000.0,78250000.0,0.0,0.0,0.0,0.0,0.0,1700750000.0,289250000.0,709000000.0,0.0,0.0,483250000.0,75000000.0,0.0,115750000.0,190750000.0,674000000.0,375500000.0,571250000.0,1026750000.0,674000000.0,0.0,75000000.0,-222750000.0,40750000.0,0.0,39250000.0,-68000000.0,206500000.0,0.0,0.0,-1124750000.0,832750000.0,0.0,0.0,21250000.0,-29000000.0,0.0,0.0,0.0,0.0,297750000.0,331500000.0,206500000.0,-26750000.0,179750000.0,FY-2000
1344,FY,1533500.0,1109500000.0,424000000.0,0.069123,78500000.0,249000000.0,0.0,334250000.0,1443750000.0,81750000.0,21250000.0,272000000.0,0.044343,89750000.0,0.0146315,169000000.0,0.02755125,18750000.0,150250000.0,0.0244945,0.0077025,0.0077025,4877000000.0,4877000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,331500000.0,475000000.0,806500000.0,5000000.0,1071250000.0,79500000.0,0.0,0.0,0.0,84750000.0,52000000.0,1290250000.0,203000000.0,0.0,0.0,0.0,387250000.0,75000000.0,0.0,0.0,127000000.0,514250000.0,337250000.0,374750000.0,776000000.0,1290250000.0,559750000.0,75000000.0,-256500000.0,-8750000.0,0.0,139500000.0,68500000.0,199500000.0,0.0,0.0,0.0,0.0,-241000000.0,0.0,0.0,2750000.0,0.0,2750000.0,0.0,-38750000.0,331500000.0,370250000.0,199500000.0,-11750000.0,187750000.0,FY-1999
1345,FY,1533500.0,1109500000.0,424000000.0,0.069123,78500000.0,249000000.0,0.0,334250000.0,1443750000.0,81750000.0,21250000.0,272000000.0,0.044343,89750000.0,0.0146315,169000000.0,0.02755125,18750000.0,150250000.0,0.0244945,0.0077025,0.0077025,4877000000.0,4877000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,331500000.0,475000000.0,806500000.0,5000000.0,1071250000.0,79500000.0,0.0,0.0,0.0,84750000.0,52000000.0,1290250000.0,203000000.0,0.0,0.0,0.0,387250000.0,75000000.0,0.0,0.0,127000000.0,514250000.0,337250000.0,374750000.0,776000000.0,1290250000.0,559750000.0,75000000.0,-256500000.0,-8750000.0,0.0,139500000.0,68500000.0,199500000.0,0.0,0.0,0.0,0.0,-241000000.0,0.0,0.0,2750000.0,0.0,2750000.0,0.0,-38750000.0,331500000.0,370250000.0,199500000.0,-11750000.0,187750000.0,FY-1999
1346,FY,1533500.0,1109500000.0,424000000.0,0.069123,78500000.0,249000000.0,0.0,334250000.0,1443750000.0,81750000.0,21250000.0,272000000.0,0.044343,89750000.0,0.0146315,169000000.0,0.02755125,18750000.0,150250000.0,0.0244945,0.0077025,0.0077025,4877000000.0,4877000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,331500000.0,475000000.0,806500000.0,5000000.0,1071250000.0,79500000.0,0.0,0.0,0.0,84750000.0,52000000.0,1290250000.0,203000000.0,0.0,0.0,0.0,387250000.0,75000000.0,0.0,0.0,127000000.0,514250000.0,337250000.0,374750000.0,776000000.0,1290250000.0,559750000.0,75000000.0,-256500000.0,-8750000.0,0.0,139500000.0,68500000.0,199500000.0,0.0,0.0,0.0,0.0,-241000000.0,0.0,0.0,2750000.0,0.0,2750000.0,0.0,-38750000.0,331500000.0,370250000.0,199500000.0,-11750000.0,187750000.0,FY-1999
1347,FY,1533500.0,1109500000.0,424000000.0,0.069123,78500000.0,249000000.0,0.0,334250000.0,1443750000.0,81750000.0,21250000.0,272000000.0,0.044343,89750000.0,0.0146315,169000000.0,0.02755125,18750000.0,150250000.0,0.0244945,0.0077025,0.0077025,4877000000.0,4877000000.0,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,331500000.0,475000000.0,806500000.0,5000000.0,1071250000.0,79500000.0,0.0,0.0,0.0,84750000.0,52000000.0,1290250000.0,203000000.0,0.0,0.0,0.0,387250000.0,75000000.0,0.0,0.0,127000000.0,514250000.0,337250000.0,374750000.0,776000000.0,1290250000.0,559750000.0,75000000.0,-256500000.0,-8750000.0,0.0,139500000.0,68500000.0,199500000.0,0.0,0.0,0.0,0.0,-241000000.0,0.0,0.0,2750000.0,0.0,2750000.0,0.0,-38750000.0,331500000.0,370250000.0,199500000.0,-11750000.0,187750000.0,FY-1999
1408,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,1072250000.0,179750000.0,0.0,0.0,0.0,380000000.0,238500000.0,0.0,0.0,281750000.0,661750000.0,158250000.0,224500000.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,193750000.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998
